Model,Option,Fill Method,Train R^2,Test R^2,Validation R^2,CTGAN R^2,Noise R^2,VAE R^2,Copula R^2
Lasso,copula,"{'half_nans': 'median', 'one_third_nans': 'median', 'small_nas': 'mode', 'unclear_columns': 'drop'}",0.5889626066762563,0.6002963401704482,0.42734353890938903,-0.7938187193203761,0.7152762429900043,0.12494212034784535,0.6991889428768958
ElasticNet,general,"{'half_nans': 'median', 'one_third_nans': 'mean', 'small_nas': 'ffill', 'unclear_columns': 'drop'}",0.7054165164096773,0.6068415128463964,0.6036528415142388,-0.7110627253768589,0.7492461942828936,-1.2385710067870224,0.651495673039417
ElasticNet,general,"{'half_nans': 'mean', 'one_third_nans': 'bfill', 'small_nas': 'bfill', 'unclear_columns': 'drop'}",0.7349384903825505,0.5759337736838596,0.5511121313474681,-0.9338585607695804,0.7489483641477499,-0.7069788021958436,0.6349695378556739
ElasticNet,general,"{'half_nans': 'median', 'one_third_nans': 'median', 'small_nas': 'mode', 'unclear_columns': 'drop'}",0.697821787291872,0.6434863572664071,0.6825207777077815,-0.47307410511244496,0.7306891929312924,-1.4507614790449321,0.6495826803102461
ElasticNet,ctgan,"{'half_nans': 'median', 'one_third_nans': 'mean', 'small_nas': 'ffill', 'unclear_columns': 'drop'}",-0.3509052604273599,-0.5000398025634423,-1.3485079685808796,0.0370939742088926,-0.8964214563384434,0.054338185737922484,-0.35444045824637405
ElasticNet,ctgan,"{'half_nans': 'mean', 'one_third_nans': 'bfill', 'small_nas': 'bfill', 'unclear_columns': 'drop'}",-0.3548194655990742,-0.5013217684951254,-1.3502829785939854,0.0370939742088926,-0.8920229346676762,0.054338185737922484,-0.35444045824637405
ElasticNet,ctgan,"{'half_nans': 'median', 'one_third_nans': 'median', 'small_nas': 'mode', 'unclear_columns': 'drop'}",-0.3352596510431074,-0.5055303896731691,-1.31365238972595,0.0370939742088926,-0.8933852488006448,0.054338185737922484,-0.35444045824637405
ElasticNet,noise,"{'half_nans': 'median', 'one_third_nans': 'mean', 'small_nas': 'ffill', 'unclear_columns': 'drop'}",0.6732724647105226,0.6124965915632552,0.5396992166721509,-0.801691415172527,0.7721065574719611,-0.24363827962488327,0.6861677794956459
ElasticNet,noise,"{'half_nans': 'mean', 'one_third_nans': 'bfill', 'small_nas': 'bfill', 'unclear_columns': 'drop'}",0.6990680346546785,0.4896075706870945,0.4138817999174176,-0.7574213917740937,0.7761662302492871,-0.650289757660862,0.6647318746096905
ElasticNet,noise,"{'half_nans': 'median', 'one_third_nans': 'median', 'small_nas': 'mode', 'unclear_columns': 'drop'}",0.6576145112937846,0.6412073109631294,0.6582850200178951,-0.5526427491681585,0.7525492325247818,-0.7751490164482837,0.6673849536690852
ElasticNet,vae,"{'half_nans': 'median', 'one_third_nans': 'mean', 'small_nas': 'ffill', 'unclear_columns': 'drop'}",0.3999196906409024,0.4981947021345129,-0.537183504077706,-0.7852907341062494,0.3499858538066184,0.9661494665258986,-0.573195276755557
ElasticNet,vae,"{'half_nans': 'mean', 'one_third_nans': 'bfill', 'small_nas': 'bfill', 'unclear_columns': 'drop'}",0.38422615032170704,0.112246653792197,-1.1822870934940544,-0.7852907341062494,0.3480526918049146,0.9661494665258986,-0.573195276755557
ElasticNet,vae,"{'half_nans': 'median', 'one_third_nans': 'median', 'small_nas': 'mode', 'unclear_columns': 'drop'}",0.3935579350283014,0.46591905279129264,-0.5633511433057194,-0.7852907341062494,0.3688110240092727,0.9661494665258986,-0.573195276755557
ElasticNet,copula,"{'half_nans': 'median', 'one_third_nans': 'mean', 'small_nas': 'ffill', 'unclear_columns': 'drop'}",0.6584799586888825,0.5819629102284398,0.4996470773992593,-0.7924709369283931,0.7520624028702031,0.17009507516010025,0.6996798665572965
ElasticNet,copula,"{'half_nans': 'mean', 'one_third_nans': 'bfill', 'small_nas': 'bfill', 'unclear_columns': 'drop'}",0.672636314884892,0.4044507961838598,0.11835207807031156,-0.7924709369283931,0.7343350444452286,0.17009507516010025,0.6996798665572965
ElasticNet,copula,"{'half_nans': 'median', 'one_third_nans': 'median', 'small_nas': 'mode', 'unclear_columns': 'drop'}",0.5895811115292355,0.603207956457918,0.427640477413086,-0.7924709369283931,0.7164984842810243,0.17009507516010025,0.6996798665572965
RandomForest,general,"{'half_nans': 'median', 'one_third_nans': 'mean', 'small_nas': 'ffill', 'unclear_columns': 'drop'}",0.9642815705081853,0.7155031455763938,0.4383693310562685,-0.42892557711105983,0.8358670995799323,-0.3572514246138323,0.614181008568918
RandomForest,general,"{'half_nans': 'mean', 'one_third_nans': 'bfill', 'small_nas': 'bfill', 'unclear_columns': 'drop'}",0.9728527643058833,0.6603182215421042,0.3026526990348456,-0.5410596688233027,0.7468738347149019,-2.8319913283843,0.3634354687418212
RandomForest,general,"{'half_nans': 'median', 'one_third_nans': 'median', 'small_nas': 'mode', 'unclear_columns': 'drop'}",0.9401353170946154,0.654836130455202,0.6837323505714176,-0.32713092328925786,0.8220795089805899,-1.7774717044492592,0.6240632684827991
RandomForest,ctgan,"{'half_nans': 'median', 'one_third_nans': 'mean', 'small_nas': 'ffill', 'unclear_columns': 'drop'}",-0.2584840937954458,-0.5404391571462779,-2.298802924059466,0.8566835660777576,-0.8708307366784616,-0.9581069469368113,-0.39786742141619236
RandomForest,ctgan,"{'half_nans': 'mean', 'one_third_nans': 'bfill', 'small_nas': 'bfill', 'unclear_columns': 'drop'}",-0.24749889605753395,-0.4668233651396716,-2.179642133287949,0.8566835660777576,-0.8555612420273191,-0.9581069469368113,-0.39786742141619236
RandomForest,ctgan,"{'half_nans': 'median', 'one_third_nans': 'median', 'small_nas': 'mode', 'unclear_columns': 'drop'}",-0.25230517677834885,-0.5303147528872882,-2.1768863842188146,0.8566835660777576,-0.8545358009185082,-0.9581069469368113,-0.39786742141619236
RandomForest,noise,"{'half_nans': 'median', 'one_third_nans': 'mean', 'small_nas': 'ffill', 'unclear_columns': 'drop'}",0.9490731564267086,0.920947637141645,0.6391783978491159,-0.6202696637599667,0.9981581491344979,-2.10176177151496,0.2480883520833228
RandomForest,noise,"{'half_nans': 'mean', 'one_third_nans': 'bfill', 'small_nas': 'bfill', 'unclear_columns': 'drop'}",0.8589201922322726,0.2508967597098415,0.5264311284946582,-0.6491977683248973,0.9986420991537942,-9.177047470710676,0.15473997345499158
RandomForest,noise,"{'half_nans': 'median', 'one_third_nans': 'median', 'small_nas': 'mode', 'unclear_columns': 'drop'}",0.9261733972104835,0.9642921161136309,0.6997592746111482,-0.5192614075539324,0.9781199897617933,-15.621443163094405,0.3557460238152339
RandomForest,vae,"{'half_nans': 'median', 'one_third_nans': 'mean', 'small_nas': 'ffill', 'unclear_columns': 'drop'}",0.39528828870501753,0.3699041125456143,-0.05589126887774376,-0.2665776088923155,0.3483353897460467,0.9990816460633137,0.40914079151066673
RandomForest,vae,"{'half_nans': 'mean', 'one_third_nans': 'bfill', 'small_nas': 'bfill', 'unclear_columns': 'drop'}",0.4363333421615967,0.15110559151905267,-0.27676711212693506,-0.2665776088923155,0.3677386085616894,0.9990816460633137,0.40914079151066673
RandomForest,vae,"{'half_nans': 'median', 'one_third_nans': 'median', 'small_nas': 'mode', 'unclear_columns': 'drop'}",0.3670025523102981,0.28444044894608,-0.2061264690099529,-0.2665776088923155,0.33778938530847447,0.9990816460633137,0.40914079151066673
RandomForest,copula,"{'half_nans': 'median', 'one_third_nans': 'mean', 'small_nas': 'ffill', 'unclear_columns': 'drop'}",0.5730574653347469,0.609457728700268,0.4003966099729541,-0.4352464734604362,0.6167037190755715,0.07500070787758673,0.950820565232231
RandomForest,copula,"{'half_nans': 'mean', 'one_third_nans': 'bfill', 'small_nas': 'bfill', 'unclear_columns': 'drop'}",0.5878632166233178,0.5440356022858741,0.25333729439380337,-0.4352464734604362,0.6248627848897581,0.07500070787758673,0.950820565232231
RandomForest,copula,"{'half_nans': 'median', 'one_third_nans': 'median', 'small_nas': 'mode', 'unclear_columns': 'drop'}",0.5349444719784882,0.5802031710279171,0.32452586738244216,-0.4352464734604362,0.5862666928254505,0.07500070787758673,0.950820565232231
GradientBoosting,general,"{'half_nans': 'median', 'one_third_nans': 'mean', 'small_nas': 'ffill', 'unclear_columns': 'drop'}",0.9919552943689478,0.6636019125429686,0.32123504162174876,-0.33987553772216494,0.8178668850016272,-1.3052568522181458,0.5583301429057463
GradientBoosting,general,"{'half_nans': 'mean', 'one_third_nans': 'bfill', 'small_nas': 'bfill', 'unclear_columns': 'drop'}",0.9951158906499116,0.757984004130571,0.30393161780891287,-0.47747597821015786,0.754656209530342,-0.5457227570822432,0.420145328387998
GradientBoosting,general,"{'half_nans': 'median', 'one_third_nans': 'median', 'small_nas': 'mode', 'unclear_columns': 'drop'}",0.9689627683234907,0.6572564433933794,0.27888960975479193,-0.29848964776637144,0.8278846059191818,-0.499797891172824,0.5875376452917715
GradientBoosting,ctgan,"{'half_nans': 'median', 'one_third_nans': 'mean', 'small_nas': 'ffill', 'unclear_columns': 'drop'}",-0.3065270390046011,-0.5584041374106088,-2.476018193284051,0.3772854663271801,-0.9641796132710643,-0.1939904348562418,-0.36951396882160537
GradientBoosting,ctgan,"{'half_nans': 'mean', 'one_third_nans': 'bfill', 'small_nas': 'bfill', 'unclear_columns': 'drop'}",-0.2988064930538801,-0.5019706557029981,-2.2762586059568064,0.3772854663271801,-0.9677752822866876,-0.1939904348562418,-0.36951396882160537
GradientBoosting,ctgan,"{'half_nans': 'median', 'one_third_nans': 'median', 'small_nas': 'mode', 'unclear_columns': 'drop'}",-0.3070032668279301,-0.5340318029637912,-2.307917101636268,0.3772854663271801,-0.9554894808621519,-0.1939904348562418,-0.36951396882160537
GradientBoosting,noise,"{'half_nans': 'median', 'one_third_nans': 'mean', 'small_nas': 'ffill', 'unclear_columns': 'drop'}",0.9160595039328027,0.9625008834093125,0.5744066973415152,-0.5798231734781853,0.9728589370739297,-2.6759723062314977,0.39730232591383907
GradientBoosting,noise,"{'half_nans': 'mean', 'one_third_nans': 'bfill', 'small_nas': 'bfill', 'unclear_columns': 'drop'}",0.8860615404290098,0.5915092755591467,0.549731238474456,-0.5149249511500584,0.9824562621852845,-5.404741577119991,0.35871575826231006
GradientBoosting,noise,"{'half_nans': 'median', 'one_third_nans': 'median', 'small_nas': 'mode', 'unclear_columns': 'drop'}",0.8915945581347732,0.9422263207748582,0.8766415983124544,-0.4360704105908426,0.9510114469983691,-3.8628304233733273,0.4732632945918932
GradientBoosting,vae,"{'half_nans': 'median', 'one_third_nans': 'mean', 'small_nas': 'ffill', 'unclear_columns': 'drop'}",0.447984290989461,0.4292097795630264,0.09786848088904987,-0.25356312623990607,0.40944474415954013,0.9993204539646423,0.47391093431079423
GradientBoosting,vae,"{'half_nans': 'mean', 'one_third_nans': 'bfill', 'small_nas': 'bfill', 'unclear_columns': 'drop'}",0.47855522077080004,0.22954238192536536,-0.1087036385616389,-0.25356312623990607,0.419054960768235,0.9993204539646423,0.47391093431079423
GradientBoosting,vae,"{'half_nans': 'median', 'one_third_nans': 'median', 'small_nas': 'mode', 'unclear_columns': 'drop'}",0.4409977197132078,0.37533634382635206,-0.032769968857405685,-0.25356312623990607,0.3966129039713001,0.9993204539646423,0.47391093431079423
GradientBoosting,copula,"{'half_nans': 'median', 'one_third_nans': 'mean', 'small_nas': 'ffill', 'unclear_columns': 'drop'}",0.5563475501228359,0.5210243285530404,0.23570588338268994,-0.3560853205871559,0.5404033441302571,0.5658653563747116,0.9780899056574766
GradientBoosting,copula,"{'half_nans': 'mean', 'one_third_nans': 'bfill', 'small_nas': 'bfill', 'unclear_columns': 'drop'}",0.5892280725882705,0.48308353207081467,0.07734629408120475,-0.3560853205871559,0.55607867490196,0.5658653563747116,0.9780899056574766
GradientBoosting,copula,"{'half_nans': 'median', 'one_third_nans': 'median', 'small_nas': 'mode', 'unclear_columns': 'drop'}",0.5133619911051259,0.4959052480290861,0.08471845940105038,-0.3560853205871559,0.496815881595445,0.5658653563747116,0.9780899056574766
AdaBoost,general,"{'half_nans': 'median', 'one_third_nans': 'mean', 'small_nas': 'ffill', 'unclear_columns': 'drop'}",0.9182879462655812,0.7356044583853008,0.5838752663471223,-0.3629010972394431,0.7656485218551337,-0.7998159869117021,0.5273155465527005
AdaBoost,general,"{'half_nans': 'mean', 'one_third_nans': 'bfill', 'small_nas': 'bfill', 'unclear_columns': 'drop'}",0.9448295024299722,0.7397522614516596,0.3753910220112928,-0.4785217646283175,0.7312405509926553,-1.0766789342500163,0.36431082781032853
AdaBoost,general,"{'half_nans': 'median', 'one_third_nans': 'median', 'small_nas': 'mode', 'unclear_columns': 'drop'}",0.8784965891882723,0.6249749566113956,0.7466247972608939,-0.40954226205621413,0.7430085326291704,-3.1537881175485465,0.5025215516961423
AdaBoost,ctgan,"{'half_nans': 'median', 'one_third_nans': 'mean', 'small_nas': 'ffill', 'unclear_columns': 'drop'}",-0.4136875081209319,-0.5677109699643201,-1.8923945895610403,0.09810006863707332,-1.0731252490005496,-0.16795672851558918,-0.33955353978317016
AdaBoost,ctgan,"{'half_nans': 'mean', 'one_third_nans': 'bfill', 'small_nas': 'bfill', 'unclear_columns': 'drop'}",-0.4238635948293332,-0.5791474994135464,-1.8073178791453985,0.09810006863707332,-1.0754447055253706,-0.16795672851558918,-0.33955353978317016
AdaBoost,ctgan,"{'half_nans': 'median', 'one_third_nans': 'median', 'small_nas': 'mode', 'unclear_columns': 'drop'}",-0.4130016976604991,-0.5727252329920358,-1.7911634821601758,0.09810006863707332,-1.0669451304220376,-0.16795672851558918,-0.33955353978317016
AdaBoost,noise,"{'half_nans': 'median', 'one_third_nans': 'mean', 'small_nas': 'ffill', 'unclear_columns': 'drop'}",0.8293912363475359,0.8846163766829496,0.5234897859469462,-0.34092646991111164,0.8863174982700979,-0.3148581401274182,0.5794407634666385
AdaBoost,noise,"{'half_nans': 'mean', 'one_third_nans': 'bfill', 'small_nas': 'bfill', 'unclear_columns': 'drop'}",0.8329468912255175,0.5173710220558108,0.5310517217181885,-0.42846612228028125,0.9082767997069225,-1.0087530240179516,0.5120095947120035
AdaBoost,noise,"{'half_nans': 'median', 'one_third_nans': 'median', 'small_nas': 'mode', 'unclear_columns': 'drop'}",0.757569608560813,0.8693795275033466,0.8246217626367653,-0.41899367030260803,0.8572550423172169,-3.3184059538052635,0.48745439863160833
AdaBoost,vae,"{'half_nans': 'median', 'one_third_nans': 'mean', 'small_nas': 'ffill', 'unclear_columns': 'drop'}",0.40707772341107484,0.42846529466021877,0.0011121710887379566,-0.21819247264221842,0.35611733402347934,0.983299217799703,0.4637642942161242
AdaBoost,vae,"{'half_nans': 'mean', 'one_third_nans': 'bfill', 'small_nas': 'bfill', 'unclear_columns': 'drop'}",0.4478554518343181,0.24300283346920493,-0.20731235907461176,-0.21819247264221842,0.3669404500954948,0.983299217799703,0.4637642942161242
AdaBoost,vae,"{'half_nans': 'median', 'one_third_nans': 'median', 'small_nas': 'mode', 'unclear_columns': 'drop'}",0.4168127182998884,0.39162149789580625,-0.055478249821283354,-0.21819247264221842,0.35134309119134355,0.983299217799703,0.4637642942161242
AdaBoost,copula,"{'half_nans': 'median', 'one_third_nans': 'mean', 'small_nas': 'ffill', 'unclear_columns': 'drop'}",0.5602494803084039,0.5762137655437779,0.2951435439124547,-0.3655543724021093,0.6060689353060786,-0.03346671082963826,0.8499458364145825
AdaBoost,copula,"{'half_nans': 'mean', 'one_third_nans': 'bfill', 'small_nas': 'bfill', 'unclear_columns': 'drop'}",0.5709674059973529,0.5308820744632506,0.2607100967380369,-0.3655543724021093,0.6163808771871342,-0.03346671082963826,0.8499458364145825
AdaBoost,copula,"{'half_nans': 'median', 'one_third_nans': 'median', 'small_nas': 'mode', 'unclear_columns': 'drop'}",0.5391023954572156,0.5388429297404613,0.30534740895145773,-0.3655543724021093,0.5759496543708911,-0.03346671082963826,0.8499458364145825
Bagging,general,"{'half_nans': 'median', 'one_third_nans': 'mean', 'small_nas': 'ffill', 'unclear_columns': 'drop'}",0.9467899773756601,0.6802971294882336,0.4705915854878072,-0.34500789364981,0.8410699431977912,-0.7098412435344457,0.621600122164237
