Expected Years of Schooling,avg_temp,Marriage,avg_income,Divorce,HDI Rank (2021),avg_temp_c,education_expenditure,IQ,Hemisphere_Northern Hemisphere,Hemisphere_Southern Hemisphere
15.557493443367068,30.37212641518211,6.660971817538052,8301.983810062926,1.4030774132369492,83.33446970529377,23.4365742214024,556.6825043924216,83.13821764698058,0,1
15.50352462563404,30.86939966348588,6.460157021343519,6560.73472896109,1.393884198611368,83.48248459918746,22.328411215998543,442.9988211720221,82.21647564905703,0,1
15.43369695069178,30.858367859545623,6.740111519867276,8470.699391244465,1.3896289822300274,85.82817673618854,22.65151947774835,390.1177505538247,81.62354502453641,0,1
15.600840993710989,30.240475016722204,6.56586027538519,6441.132834148519,1.3918355185213571,88.57104679201414,23.39110900903262,475.54687620110167,83.26729152127295,0,1
12.70849102682599,30.741915468834595,3.5130930304061803,3506.885143386707,0.805696913714671,127.0276502347484,28.31700606013045,104.9568647983813,72.75100373825674,1,0
14.94672728694612,16.162153554617127,5.310847600668613,10240.732847859512,1.6929296858296128,42.85263102995457,9.94922809020512,590.0554456897704,98.0077846027322,1,0
17.719522552739924,24.21224474579429,4.940543733983164,10834.714172075212,1.800270883444213,48.92892410575725,16.532707928158246,395.5102522389381,86.39962874909779,0,1
17.933340972749665,24.1234001618334,4.940543733983164,9588.255405790484,1.800270883444213,47.44336038709925,17.256423979304465,446.2871661908731,87.42915229179516,0,1
17.76559018146964,25.048845214174506,4.940543733983164,7177.997306028719,1.800270883444213,44.65893062147067,17.388709795066912,455.940555197039,87.20472320457618,0,1
17.830833921111527,24.19798698585964,4.940543733983164,8794.03706120274,1.800270883444213,43.44743992403181,17.15991808067291,445.9146198461582,88.6902601477727,0,1
17.812765212032925,23.89889123426745,4.940543733983164,8253.144503514297,1.800270883444213,47.61195300004544,16.017258665741196,416.7767958966064,87.61359244152563,0,1
18.05228142725156,23.92141466989424,4.940543733983164,8130.203493821427,1.800270883444213,50.43373618774331,16.948744010752517,472.15711830973993,87.47655518255141,0,1
17.77212573737253,24.326228489146807,4.940543733983164,8947.868209684677,1.800270883444213,47.09458602242462,17.112603926398823,395.8254570303452,86.56430835389347,0,1
18.12061605443654,23.669339133033876,4.940543733983164,7830.64009295964,1.800270883444213,44.51057451614327,16.721008880721214,380.9886355454307,87.29936748385678,0,1
10.239955381037635,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,132.02599360275127,26.176141841464684,409.7462800450428,88.29712891336501,1,0
12.736468871693054,24.939486947249716,7.882067994917746,7446.567417507158,1.1147100187565098,105.07259448111384,16.38391402806993,409.7462800450428,88.29712891336501,1,0
13.437696891170098,32.46459582218552,6.598134943944001,8030.196385660782,1.5890815713749529,64.7741487007685,27.45923439887138,367.62689208541786,88.93313672933424,1,0
13.31155979898317,32.04674080436052,6.535558166899412,7644.731129291276,1.6229240497270787,62.804343817867306,28.30306357224581,334.7463912045969,89.08063296915856,1,0
13.212391146254632,32.850517768799286,6.384189186853633,8350.67520107192,1.626742076665685,65.93547309318632,27.84222272509038,386.4538600233351,88.62094683468321,1,0
13.29242355025871,31.908492933517245,6.29682581992106,8487.398268681312,1.546978413359301,62.59623219826885,27.372301754089623,441.9177495387792,89.15342614549256,1,0
13.554855809183325,30.74418946767267,6.453953719617022,8137.745022767593,1.6127992059402745,60.58600124430126,27.276037149164807,522.718749054635,89.13917019527806,1,0
13.336213131125662,32.584521436372455,6.394207600622945,6301.716344808694,1.6462828200266892,63.4781575987061,27.45945184606301,440.3777901087946,89.84423573768284,1,0
13.437167176243753,32.2012681822815,6.547945016540873,6845.71866351016,1.587946962715428,59.790679024408206,27.46137583014174,401.5337690957008,88.8919639619725,1,0
13.372516880249908,32.2634161275323,6.193376393398177,7386.434324936314,1.5805635005220635,59.34887605481877,27.817842369407938,459.36025355045547,89.38488863596889,1,0
16.90678537377723,21.097969981490166,2.0086909974429386,17719.375906551373,1.6857963294888052,40.05456793845307,17.696001858241463,997.8175056722284,92.9089784119966,1,0
16.56277903745937,18.18281818617386,4.750739840299608,23037.781353229493,2.149091157618125,21.27863961463778,5.653297165789233,937.0028493719572,103.36494104233824,1,0
20.0993349806531,22.37476969486533,4.622457079829051,22567.29958558896,1.8042619440473813,29.608401088473947,15.99134630002087,694.3773208318989,90.85735795747232,1,0
15.057586346105916,26.704635355818453,8.270005928014477,9112.74152564367,1.4010137086870171,59.706763282687405,22.047700251563345,225.0697172021538,87.32712894244372,0,1
15.843067859730684,32.30453088812532,5.623744582659187,5028.610564168084,1.4066652721073007,64.8149605930638,28.54175608845173,338.21931640279286,89.4154110516841,1,0
15.926270864296107,34.11022893930848,5.510906100447058,5016.22946076008,1.414072181591727,64.10599969009944,28.012515770765045,236.17490153240996,88.39154223354613,1,0
15.905502625787772,33.335162521502,5.331666617508446,6562.108384964793,1.3730044731080735,67.26875261210463,27.73786308110848,144.59860096616706,89.62883329075513,1,0
15.816535370246276,33.16865168544372,5.471973656144612,5136.933111936316,1.4092421269447726,66.12794290629502,28.14066179870224,251.81574623202528,88.90503550686284,1,0
15.941550529088454,33.52686026974659,5.599134718254358,5221.909436548817,1.4149930830374209,69.10181051787055,28.873367983091853,146.21504929323248,88.73201162151463,1,0
15.772394849835502,33.25831722080545,5.547370553044676,2764.6972122767893,1.3834780687822437,66.84476612822303,27.728533740594937,249.73145257308923,88.59498667245983,1,0
15.708041242900515,32.728445698494966,5.485072778284561,5645.049208667839,1.4142122813153462,64.28367718282533,27.917823600292525,187.0589398798772,89.1701038127887,1,0
15.92423036353289,33.501155405293424,5.624783662288491,4674.113637978468,1.4027302455095794,60.96446743590433,28.125419822330887,140.49538151553878,88.99736362786437,1,0
14.809662945075369,8.44173351768744,3.4705130123721486,2158.089070942323,1.078647316696683,96.47783970244532,2.488873434849877,195.82557572788508,93.21152131873366,1,0
13.23519475311507,24.939486947249716,9.777860243789966,7446.567417507158,1.609566532555017,113.44588786731757,13.75277527444638,409.7462800450428,88.29712891336501,1,0
14.154618180360094,24.939486947249716,7.260834762128379,7446.567417507158,3.090165470455633,78.25071704242929,11.766208282436468,409.7462800450428,88.29712891336501,1,0
14.13286370372273,19.00353285703255,7.15160710242988,5960.027367123471,3.22358120292554,77.07824904651903,7.359123983377502,196.57595782163312,105.583689044672,1,0
14.18946210623111,19.183598510270183,7.037862391724473,4624.529742908102,3.1919091781621898,77.64620473778245,6.748325333950773,195.91499399037983,104.02264155922822,1,0
14.007301401620015,19.340456248016288,7.175259908571741,4122.269815779549,3.156368183807488,75.49577905298494,7.862225649629877,233.4312372656422,103.58097378504814,1,0
14.18303972285182,19.648759387061936,7.289215190546884,3852.217870376162,3.2090319723545373,77.06879686957377,7.33614936442052,345.7680262133658,102.84782820746068,1,0
14.404882827711656,18.84095947658169,7.180534127579283,4831.284208679388,3.207760542291452,82.05121450813479,7.31720542994461,261.6681840775758,103.31814971414744,1,0
14.055200285149729,19.24634764995553,7.24249430271267,4280.297934599069,3.1634259306873926,82.04387583035361,7.321866497279406,196.8366415519601,104.70468584723189,1,0
14.186927591142906,19.908294151562338,7.30598322055106,4043.211521981156,3.2253900819633445,83.08060639301456,7.311608604009142,163.43318350612745,104.41066998429083,1,0
14.478601862474104,19.029406007827845,7.235559812883185,3217.680194482007,3.2236202947378656,79.02701728148988,6.891638572228687,170.35461731195693,103.2299209940774,1,0
8.658349991,28.9788180913643,5.744876438660309,2442.952591933656,0.3705692132075315,35.0,24.97177702554709,-3.1304063792882744,92.4056725044274,0,0
13.186980650570227,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,108.09037459363178,23.24502907846035,409.7462800450428,88.29712891336501,0,1
12.948255802899997,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,101.08405260548255,23.375292489265817,409.7462800450428,88.29712891336501,0,1
13.002505228325788,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,107.14515713964808,23.47008218060179,409.7462800450428,88.29712891336501,0,1
13.171921229460628,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,108.4677696462182,23.603959487654304,409.7462800450428,88.29712891336501,0,1
12.918904533178289,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,102.63295417876164,24.14921719798179,409.7462800450428,88.29712891336501,0,1
13.077860438340892,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,108.68157061234608,22.832778414491745,409.7462800450428,88.29712891336501,0,1
13.113973532131126,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,110.47910644210988,24.059091796690133,409.7462800450428,88.29712891336501,0,1
12.895303610054974,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,107.07118209561008,23.22073142065926,409.7462800450428,88.29712891336501,0,1
14.97316849638429,20.852391346358143,5.356461914840707,7041.678633003034,1.451946940104924,50.58299424656813,17.413168707843614,409.7462800450428,85.16359664606655,1,0
13.372363262729754,24.939486947249716,7.585363531299923,7446.567417507158,1.518224803013068,107.01835825494194,27.615496134077738,409.7462800450428,88.29712891336501,1,0
14.918869716891969,26.81280455623777,4.940543733983164,2391.6232392157945,1.800270883444213,120.84698272595443,16.15264629653707,43.12923285723648,78.92767879749627,0,1
8.658349991,9.965417668263852,5.399369068989567,8880.693873845761,3.885116379908839,35.0,9.725396727793836,336.74884473206635,95.44929112544588,0,0
13.70862464797118,24.939486947249716,4.798743595611787,7446.567417507158,0.6185959249649489,74.9845134773699,12.784613940864595,409.7462800450428,88.29712891336501,1,0
13.949001006235118,30.723905516782857,2.281827914234805,5404.272422174015,0.7025683355509564,89.25439085699595,25.95036754446323,242.4562178708396,82.43644887102448,1,0
14.39514358914922,30.68175838431723,2.132308256708608,4749.0041644143,0.645532473153565,79.22302571979195,25.33381058560048,157.00357117500153,83.03672035389843,1,0
14.570127660109703,31.241974742208765,2.3608937414042166,5416.818204812861,0.7349073310572333,89.08053776429392,25.7120231568844,277.2500355636721,81.98436529974184,1,0
14.205383726811606,30.56035561994134,2.3164224578731165,6068.833126147911,0.7455275296713223,94.98023382716518,26.17484694402592,115.13813841597997,83.19454023086458,1,0
14.376789939916067,30.157211395008904,2.2935224741027245,4213.831775875585,0.7249407081873124,82.42998764068986,25.435820592718457,225.19323865470665,82.06946427692571,1,0
14.79058172350942,30.48190009179252,2.2818003465839305,5737.376149041831,0.6630716002418626,87.85650111091505,26.04132431609853,238.2752341785928,82.76984493005831,1,0
14.439537027823503,29.995544152538844,2.296482526145896,6795.719582800323,0.6784566319696378,82.81539143989474,25.628674953504422,234.6394984564308,83.28755679017785,1,0
14.635981692329642,30.42798132084355,2.277468430055539,5311.933028455079,0.6371547103799954,85.61915836474545,26.160379086712048,240.9378361103309,83.45129760764067,1,0
14.32244323371968,31.61943929778215,4.349637545742083,4441.180160676771,1.8539931406105643,74.86155893988506,27.232751724770687,207.6827127137052,82.38353708361397,1,0
14.688150124310658,25.57179470269331,5.622851346192143,6510.924257130915,1.0879317981182304,95.4248153571855,19.306097654816902,282.4499659425126,79.18238734811624,0,1
15.219364582729533,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,86.11314147352714,19.65285259899021,409.7462800450428,88.29712891336501,0,1
15.44485229295128,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,85.09101620183547,19.972865782567872,409.7462800450428,88.29712891336501,0,1
15.507684707598216,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,81.52319145992402,20.65012983046714,409.7462800450428,88.29712891336501,0,1
15.473892888331196,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,82.377356930523,20.31825953027608,409.7462800450428,88.29712891336501,0,1
15.338608313894298,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,84.7249838996854,19.68607080932024,409.7462800450428,88.29712891336501,0,1
15.426888982415612,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,81.60642380526306,20.370355984489155,409.7462800450428,88.29712891336501,0,1
15.428250264661797,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,80.46180058123224,19.803819543661447,409.7462800450428,88.29712891336501,0,1
15.48258234286269,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,83.36327337477218,20.438515727119643,409.7462800450428,88.29712891336501,0,1
13.10894312956347,31.614848819727545,4.940543733983164,1893.5473268175613,1.800270883444213,113.4845135901451,24.103438918665898,-42.6383689809863,82.26262602981886,1,0
13.259180519218264,31.5238325199133,4.940543733983164,2026.469337523553,1.800270883444213,117.09586043347402,23.58513013184584,37.55412668764196,82.32598604131091,1,0
13.330883140739664,31.816856988271,4.940543733983164,1189.2077338011875,1.800270883444213,119.45805787326348,23.88825804844232,46.221550695948366,82.06632674124272,1,0
13.08129975737769,31.955085686111115,4.940543733983164,1620.4014707104438,1.800270883444213,122.91661793963182,24.34736158486812,80.8887488835594,83.53735123538749,1,0
13.133183595372047,31.59665889579979,4.940543733983164,1578.064474413647,1.800270883444213,116.9001750114608,23.238687077839568,4.239409843829272,83.60889176463573,1,0
12.99770799013024,32.293140011782405,4.940543733983164,2329.456999709205,1.800270883444213,117.7200381882662,24.0188291352956,11.595488633260636,83.31584970016686,1,0
13.175028460380329,32.06027992986707,4.940543733983164,3198.9124760771933,1.800270883444213,114.40419018544593,23.517974973540696,139.8802766429859,82.98115231428514,1,0
13.175937143679082,31.56427101198684,4.940543733983164,3840.6821482695777,1.800270883444213,114.56912011639334,23.90596101516607,66.15198986570142,84.17564296177355,1,0
13.905548525241873,17.890518674976967,4.118970803559823,5762.429720920657,1.4486628406389983,71.41907268928118,13.00108703636096,278.4681921092389,90.94401269080606,1,0
12.905948029554803,23.99178443039285,4.940543733983164,1069.3578577030016,1.800270883444213,142.26421849719114,21.51397220416356,-12.130130892256112,51.12601863289344,1,0
13.390462597807543,24.939486947249716,5.866612939056865,7446.567417507158,0.9830186682144172,85.19423790088446,8.551688658439495,409.7462800450428,88.29712891336501,1,0
11.241915376667512,24.939486947249716,13.644682324746952,7446.567417507158,1.3910942836991087,125.2564326715869,17.85971477268436,409.7462800450428,88.29712891336501,1,0
14.55616322419436,26.168432262224893,10.228867727138455,2491.125615393976,1.5925770507916392,90.28472305674268,18.845208457503983,363.0879747042546,77.3599298001235,1,0
8.658349991,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,35.0,5.653297165789233,409.7462800450428,88.29712891336501,0,0
14.655490285746776,21.4284397788122,7.970497538490531,4405.127431767331,1.683468058726514,68.52581240761701,14.72108189968442,107.52581936845247,81.60036603518493,1,0
13.81658346179583,31.057525903876066,4.940543733983164,3223.3537768597403,1.800270883444213,115.21259442749074,27.53902285193213,148.1786233505544,80.38873384524045,0,1
13.82005803346266,31.14152458180743,4.940543733983164,2170.219931309849,1.800270883444213,112.27405861994242,27.35042818470893,55.07361471165471,79.71614687629526,0,1
13.928319847337065,32.022234545003016,4.940543733983164,281.99209916740665,1.800270883444213,115.35565617921196,27.34078979864778,96.93033862127872,80.07614279255257,0,1
13.723264816675757,31.56931850332696,4.940543733983164,1286.169245555186,1.800270883444213,112.85757396784764,27.94152995024259,142.68581099100118,79.80529456594053,0,1
13.841796790987102,31.997783987851268,4.940543733983164,1445.1828110986653,1.800270883444213,115.24990085492666,27.364648629580586,42.72459307074895,79.99341073763061,0,1
13.673303332910969,31.45304051360742,4.940543733983164,3008.4087203695326,1.800270883444213,113.72886911896298,27.104118053467747,100.44757857549476,79.61593246360897,0,1
13.59888425664383,31.3753502841828,4.940543733983164,1983.6242688139528,1.800270883444213,116.57433598317226,27.16315792326731,188.96171942018577,79.63458588983517,0,1
14.004415232573193,32.04889169531753,4.940543733983164,4111.643810870446,1.800270883444213,113.91540249929982,27.70554881592777,137.03882762860417,79.53239627986075,0,1
13.696266838891296,24.355715610837944,3.519271428484356,7466.152051480797,0.5454448448599383,114.42622888477776,19.7024732143952,353.9494815476375,69.48106483347973,0,1
13.735521589131928,24.89610778024144,3.562223089659544,7680.287229669081,0.6168947072891996,108.26629760107106,18.71339684493761,321.8687822654784,69.09804908919995,0,1
13.489874003217128,24.615076039862693,3.5150169616788487,4988.57075608883,0.5905082983969535,107.57658106945294,19.66409231073261,297.9307093745148,69.52397334557824,0,1
13.716393457377842,25.0523628291529,3.453612581210572,6451.128224330049,0.6114320479569668,109.92160152565258,18.895930779773938,273.748801799745,69.58491616883659,0,1
13.89696219259646,25.429201194441543,3.6534038677190535,5444.762728809154,0.5915291988626694,111.87006079326672,18.800252726805795,431.09941209439,68.73764886773127,0,1
13.604196302773136,24.54273909642118,3.5338559220785664,6281.720437250315,0.6423188651149857,111.84936467087812,18.5759848882349,418.8686655481566,69.50288674476806,0,1
13.46486190616366,24.480599277269235,3.466136410575164,5103.815919460094,0.6076531537643185,109.4440910459893,18.829349919578792,294.6047902325014,68.99194504895996,0,1
13.669911630639373,24.96698517879893,3.6219236434745183,7215.206901771987,0.6339110077765224,109.902896965816,18.63081402706904,357.2727380068083,68.90948711234375,0,1
8.658349991,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,35.0,5.653297165789233,409.7462800450428,88.29712891336501,0,0
13.402574026960052,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,75.12993452621541,13.43318754117421,409.7462800450428,88.29712891336501,1,0
12.711436262728874,32.67984638738527,3.282913175602173,10138.48048315106,1.1749996055935985,122.7268132108643,27.61249996590288,297.1147264967324,82.79896494433916,1,0
8.658349991,31.699359004940675,4.940543733983164,1616.8372100310307,1.800270883444213,35.0,27.539208380199742,30.562522331569244,83.27882471192504,0,0
15.427917614620066,19.46517642323268,7.081783584629982,1789.976367010088,1.287634143908058,60.13492481658107,14.770958324542358,49.876281985160105,85.27799347001948,1,0
9.994209988328883,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,182.1465213088328,25.470012928715818,409.7462800450428,88.29712891336501,1,0
15.225682700181554,14.140713630001745,4.083200016037177,1775.537067803022,2.923523536861542,76.14830546997935,10.095024987623232,121.06608885512706,90.14458080973804,1,0
15.044595295251902,14.921501187357729,4.128451422044123,2380.9664422401383,2.8695005348591485,79.11993830325325,9.820649330961588,156.9021432465922,90.43846420688858,1,0
15.011284829048533,15.221208024047828,4.172943206291534,3209.2401579462694,2.8472218364142905,78.19117157813288,9.693678350782877,138.2141691015383,91.33349882306428,1,0
14.936338355748346,14.9168358819491,4.088591695551542,3046.085841066945,2.851793162317997,77.3679905685028,10.352207280974271,119.53471346176138,89.47679878723517,1,0
14.828914763865791,14.505288334868482,3.998260788870715,2638.672136497082,2.9538275071631728,74.0030264975913,10.003732607887974,81.72177565681241,92.0282154724364,1,0
15.184851539996131,14.737339835201906,4.0808869207497045,2380.458971964671,2.8739709667244706,77.0707219246879,10.212880133090772,175.39195159508887,91.4760236792586,1,0
14.94761708121093,14.251224214913266,4.02000680556977,3495.941635467329,2.8338485069393347,76.86017705187703,9.505650152960996,145.68173700548286,89.95123674575925,1,0
14.890688119954744,15.039973858917778,4.083750067220534,374.0870530014147,2.820140523764436,77.59161941395415,9.984806225636394,255.59934727319344,92.36818704720484,1,0
10.820099458395646,32.37324101901798,4.940543733983164,510.7181821427962,1.800270883444213,157.8549324037234,5.653297165789233,3.966991905308205,62.52540189031985,1,0
12.966830299207938,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,113.39211282250784,26.39877757699712,409.7462800450428,88.29712891336501,0,1
10.266768007324734,33.008262538228934,4.940543733983164,2797.690935718431,1.800270883444213,162.0772075737457,28.32802250148089,409.7462800450428,67.47149840564326,1,0
10.069228357551424,33.23239353720639,4.940543733983164,983.9438720309072,1.800270883444213,164.1426058112159,28.49322570921939,409.7462800450428,68.96192622394742,1,0
10.272513524683722,33.59074998919745,4.940543733983164,415.6506732828023,1.800270883444213,165.1196458700755,27.75024446546373,409.7462800450428,67.803890145406,1,0
10.26712020289902,33.87884003254314,4.940543733983164,2322.8545574765703,1.800270883444213,161.5765258537709,27.57276975332864,409.7462800450428,68.09186253769876,1,0
10.316263071628509,33.05615563625039,4.940543733983164,807.640479300307,1.800270883444213,160.94396394682352,27.82508264579666,409.7462800450428,68.69438441281595,1,0
10.026549132379914,33.61295654337013,4.940543733983164,1387.5292714103143,1.800270883444213,164.26842614571575,27.725225667824336,409.7462800450428,67.91243172050498,1,0
10.115757583500608,33.01446347167457,4.940543733983164,4226.456009778383,1.800270883444213,159.48229129345637,28.12738159777008,409.7462800450428,67.86249426952487,1,0
10.404981071871717,34.14898203041173,4.940543733983164,2569.9848873312303,1.800270883444213,165.96004370005355,27.47498878748939,409.7462800450428,67.27418163934614,1,0
13.073505745915943,30.933657774921578,4.940543733983164,1014.6891472912846,1.800270883444213,151.0291902982355,25.975337943339976,-48.17979217712448,66.64031628207508,1,0
10.334656135849832,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,184.69443136244752,23.88791309864756,409.7462800450428,88.29712891336501,0,1
12.413690473859049,32.36640846445011,4.940543733983164,4700.050149423357,1.800270883444213,122.45388344114716,27.45670055166917,81.99423028219981,87.29348046830086,1,0
8.658349991,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,35.0,5.653297165789233,409.7462800450428,88.29712891336501,0,0
14.112096122117409,24.192189168738693,4.940543733983164,2645.562077217921,1.800270883444213,123.01735576008224,19.6962007455988,77.90982444817222,71.01916735997804,1,0
14.615515977535315,26.393465617655696,11.21498972429091,4652.618242371559,1.5986748276599407,78.33950294773749,18.478990218367365,150.64618524447027,79.94486440550469,1,0
8.707557487319628,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,168.2096232173566,28.79056387535133,409.7462800450428,88.29712891336501,1,0
9.311221235681948,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,159.89680057848983,29.021288427079668,409.7462800450428,88.29712891336501,1,0
9.003758318478988,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,181.1279357396251,28.06873048412053,409.7462800450428,88.29712891336501,1,0
12.049356624938294,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,140.35971147982272,21.214567118459605,409.7462800450428,88.29712891336501,0,1
8.658349991,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,35.0,5.653297165789233,409.7462800450428,88.29712891336501,0,0
12.316853271766316,32.45347580198233,4.940543733983164,1370.9068104979826,1.800270883444213,129.50895468074748,28.04618440681746,331.2921418352206,60.809387856710586,1,0
8.756603684896886,30.199283431939296,4.940543733983164,181.942174945009,1.800270883444213,161.68336605141894,22.69229021338049,11.25021708852776,81.3279252026077,1,0
8.508267006231877,30.800535079028386,4.940543733983164,1154.593869878173,1.800270883444213,160.90833214445516,23.340756834656805,-28.575249378290067,81.2879932176831,1,0
8.80453042448293,31.29893447787717,4.940543733983164,550.37753584757,1.800270883444213,156.8921654166342,22.839700523424938,-18.09217760095328,80.77709780699924,1,0
8.743370541848943,30.86250857580385,4.940543733983164,3132.587215434389,1.800270883444213,155.3719162222772,23.136898227535056,11.620300733489447,80.87801969460038,1,0
8.65282878992562,31.77164475518944,4.940543733983164,1386.3783364985266,1.800270883444213,160.59456517905235,22.90154487535911,2.2593405383332907,81.74885145688242,1,0
8.555601665903865,30.200405696267666,4.940543733983164,-636.7639498964595,1.800270883444213,165.30887058275374,23.191081623994496,12.235753062087998,80.13846962569349,1,0
8.736347008288146,30.514497238843585,4.940543733983164,2876.857324944785,1.800270883444213,161.85477069276592,22.63989194068333,25.65022501189539,80.96715321452594,1,0
8.675856042998161,29.971845699568316,4.940543733983164,327.0391949654568,1.800270883444213,159.22050058090215,23.242766315212247,25.21043446938949,81.07714933174088,1,0
6.858951848518341,37.299457984003226,4.940543733983164,-578.9349191773684,1.800270883444213,191.88070754253857,30.278428961216367,-45.19128376624624,68.55695307639196,1,0
15.234078761679214,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,99.41567571771232,20.608411124676955,409.7462800450428,88.29712891336501,1,0
10.577419305731492,26.60325644674111,4.940543733983164,1298.389281751107,1.800270883444213,155.38584957592528,21.17690419132974,69.62540478605935,73.47994803022614,1,0
14.06822627055115,29.45462401756667,4.940543733983164,3170.227578911102,0.102607934737299,74.82102316360645,25.68607683453035,86.2823763920796,85.36346340455674,1,0
10.31542885873922,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,168.35890323845226,19.290104407810897,409.7462800450428,88.29712891336501,1,0
8.158501757496877,35.35748487893561,4.940543733983164,415.9379724558274,1.800270883444213,191.94673186476007,29.916676747343736,25.880470740400757,75.60599207882662,1,0
11.403622357510525,33.116532682850675,4.940543733983164,181.1633501373467,1.800270883444213,144.72854158133163,28.53551590369998,-109.0834958285648,96.9581841881653,1,0
10.708118407730138,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,161.64039201876002,26.78638053252389,409.7462800450428,88.29712891336501,1,0
11.05032376239954,32.1299588004988,4.940543733983164,2331.914424042605,1.800270883444213,147.61236623864906,27.620807130373528,55.44698037106042,88.42688582170727,1,0
12.480055304444727,29.910141419055385,4.940543733983164,1147.773566294712,1.800270883444213,131.94212956139518,25.86573814073484,85.87930844726124,75.5879230626341,1,0
9.454717079697469,32.66678379669489,4.940543733983164,2012.36546701401,1.800270883444213,172.98547766305376,5.653297165789233,35.069455909669244,54.628155160957895,1,0
7.322864416669131,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,185.61268435834515,29.211491911126316,409.7462800450428,88.29712891336501,1,0
13.768922673951591,29.35954841506208,10.93270613911724,1390.014501242868,1.9290028660308447,93.89584982181744,24.058571939763272,73.16405352496278,78.59979125677346,1,0
13.787106657406037,29.95384338371965,11.09614052784599,676.2660428280856,1.86846731483684,95.5326068771574,23.9456002094874,59.92475685244396,77.48415250386941,1,0
13.773512389099938,30.1339400445833,11.011105567751562,2848.397090896613,1.8586599372741868,96.97579816148922,23.65150557586708,261.63146118467694,77.94610400104395,1,0
13.89104408054545,29.924118202321377,10.990363191887784,3935.486281290393,1.9284674812492848,98.31155149521406,23.50326266233716,144.1073204004938,78.46707415924274,1,0
13.895499754520603,29.3744707056136,11.029857843464828,1254.307540403075,1.912503983351358,95.77871768410915,22.93805199995773,18.10737665219075,78.09010451185144,1,0
13.655623737484968,30.18076023191757,10.996408095382076,2708.4905787303896,1.927215676008201,95.59265676090082,23.79582243404892,-17.275901478727818,78.98733793677647,1,0
13.715260253133076,30.75334150581839,11.147425901905391,745.4767470998211,1.930990418274685,99.2424714510266,24.17608847365525,62.70274958406634,77.5237152626388,1,0
13.688605471626298,30.05402743430028,10.928548720469484,1597.5267184984002,1.965542666930849,97.86609126374188,23.80988784908869,167.08227032005357,77.8799170100738,1,0
13.148244609282097,24.939486947249716,4.940543733983164,7446.567417507158,1.800270883444213,163.1946858062514,27.26749179085539,409.7462800450428,88.29712891336501,1,0
10.967496955676168,24.939486947249716,6.56804990621196,7446.567417507158,1.7506902097327706,106.06947841293491,20.72313388324661,409.7462800450428,88.29712891336501,1,0
9.585043469885298,26.757150292610568,4.940543733983164,360.27045324078847,1.800270883444213,173.65513208465654,20.88236866281264,9.83132438230151,67.7350754623399,1,0
9.627274078390696,26.73127844561367,4.940543733983164,-490.4890359481625,1.800270883444213,174.86947603931176,21.08963759651657,20.848713306883667,67.04199341815473,1,0
9.77103207311847,27.381014347380862,4.940543733983164,1007.4584900739864,1.800270883444213,176.46758005129217,20.876231007470377,-131.17600786356476,66.92147176194227,1,0
9.550351952331484,27.59711300555916,4.940543733983164,207.11764847707977,1.800270883444213,172.67942640614115,20.70053546324693,22.52235716542878,66.15404984642777,1,0
9.774249789890886,27.1410144412292,4.940543733983164,1355.2536933114843,1.800270883444213,175.6098936138152,20.993498882013267,-42.83755445918416,67.06410614031637,1,0
9.648099265799294,26.40853202990325,4.940543733983164,88.4448341810567,1.800270883444213,175.05910289193386,20.985742678622213,-94.63103737562902,66.629046250854,1,0
