year,country,beef,pig,poultry,sheep,measures,region,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,ISO3,Continent,Hemisphere,Human Development Groups,UNDP Developing Regions,HDI Rank (2021),Expected Years of Schooling
2018,United States,0.5198875630407599,11.691208598126597,28.83146166451002,2.7225483848286522,THND_TONNE,North America and ANZ,6.886,1.398,1.471,0.819,0.547,0.291,0.133,USA,America,Northern Hemisphere,Very High,,21.0,16.28334999
2018,Argentina,41.56076549053136,5.6361796635608385,54.63558015878441,55.0842353922966,THND_TONNE,Latin America and Caribbean,6.388,1.073,1.468,0.744,0.57,0.062,0.054,ARG,America,Southern Hemisphere,Very High,LAC,47.0,17.65617943
2018,Colombia,9.698348571102583,1.0471383136410977,25.32527426465598,2.2267538776492506e-06,THND_TONNE,Latin America and Caribbean,6.26,0.96,1.439,0.635,0.531,0.099,0.039,COL,America,Northern Hemisphere,High,LAC,88.0,14.39857006
2018,Brazil,44.07944885254647,5.0358775658624575,1.1354006011208138,6.96620154903191,THND_TONNE,Latin America and Caribbean,6.419,0.986,1.474,0.675,0.493,0.11,0.088,BRA,America,Southern Hemisphere,High,LAC,87.0,15.70306015
2018,Brazil,34.063447097349595,4.699447827761327,7.101103811054086,13.310222970222537,THND_TONNE,Latin America and Caribbean,6.419,0.986,1.474,0.675,0.493,0.11,0.088,BRA,America,Southern Hemisphere,High,LAC,87.0,15.70306015
2018,Colombia,14.590393433387085,1.2576402925502832,1.1002647342292835,33.08043664177103,THND_TONNE,Latin America and Caribbean,6.26,0.96,1.439,0.635,0.531,0.099,0.039,COL,America,Northern Hemisphere,High,LAC,88.0,14.39857006
2018,Colombia,0.15375011123781593,10.85069770646279,6.415434761659092,18.305391999775814,THND_TONNE,Latin America and Caribbean,6.26,0.96,1.439,0.635,0.531,0.099,0.039,COL,America,Northern Hemisphere,High,LAC,88.0,14.39857006
2018,Pakistan,5.6323529280902065,1.7942589375360012,0.1887739545270235,5.169566426525546,THND_TONNE,South Asia,5.472,0.652,0.81,0.424,0.334,0.216,0.113,PAK,Asia,Northern Hemisphere,Low,SA,161.0,8.275939941
2018,Canada,35.33511105661411,24.8210030460949,4.0566795396331035,26.117535525196764,THND_TONNE,North America and ANZ,7.328,1.33,1.532,0.896,0.653,0.321,0.291,CAN,America,Northern Hemisphere,Very High,,15.0,16.22464943
2018,China,39.14263705673533,38.49066991405735,13.423943742739567,0.37305676892254863,THND_TONNE,East Asia,5.246,0.989,1.142,0.799,0.597,0.029,0.103,CHN,Asia,Northern Hemisphere,High,EAP,79.0,14.03231
2018,Ukraine,28.46913540962838,8.2640619665183,0.7000774864450527,4.4078155255173135,THND_TONNE,Central and Eastern Europe,4.103,0.793,1.413,0.609,0.163,0.187,0.011,UKR,Europe,Northern Hemisphere,High,ECA,77.0,14.93799873
2018,Paraguay,6.031619445900663,27.910082564092598,7.634763505899508,0.4403097875565496,THND_TONNE,Latin America and Caribbean,5.681,0.835,1.522,0.615,0.541,0.162,0.074,PRY,America,Southern Hemisphere,High,LAC,105.0,12.75262838
2018,South Africa,4.202387353657843,1.9402408858141387,19.639952568592232,0.5263464077038996,THND_TONNE,Sub-Saharan Africa,4.724,0.94,1.41,0.33,0.516,0.103,0.056,ZAF,Africa,Southern Hemisphere,High,SSA,109.0,13.53530979
2018,Canada,0.9954677145974883,17.369488514693032,18.957259984909257,19.651331421085757,THND_TONNE,North America and ANZ,7.328,1.33,1.532,0.896,0.653,0.321,0.291,CAN,America,Northern Hemisphere,Very High,,15.0,16.22464943
2018,Pakistan,7.900679106788979e-07,1.2655590172581417,46.63212938427603,13.17093767040398,THND_TONNE,South Asia,5.472,0.652,0.81,0.424,0.334,0.216,0.113,PAK,Asia,Northern Hemisphere,Low,SA,161.0,8.275939941
2018,Mexico,0.6013485511219611,22.579439337301185,0.5727736384449286,23.653512437665583,THND_TONNE,Latin America and Caribbean,6.488,1.038,1.252,0.761,0.479,0.069,0.095,MEX,America,Northern Hemisphere,High,LAC,86.0,14.8653698
2018,Paraguay,27.885364612170125,5.450276938550737,0.4709298046896158,16.62179120233282,THND_TONNE,Latin America and Caribbean,5.681,0.835,1.522,0.615,0.541,0.162,0.074,PRY,America,Southern Hemisphere,High,LAC,105.0,12.75262838
2018,India,0.21061827151086882,3.579145487356544,19.061894000739027,15.651357810246655,THND_TONNE,South Asia,4.19,0.721,0.747,0.485,0.539,0.172,0.093,IND,Asia,Northern Hemisphere,Medium,SA,132.0,11.81347513
2018,Mexico,17.554709014674312,0.590036711870826,39.98345803275478,1.1950994366958998,THND_TONNE,Latin America and Caribbean,6.488,1.038,1.252,0.761,0.479,0.069,0.095,MEX,America,Northern Hemisphere,High,LAC,86.0,14.8653698
2018,Norway,13.6551678322076,20.2213020682451,17.1863869653381,4.48039267714913,KG_CAP,Western Europe,7.594,1.456,1.582,0.861,0.686,0.286,0.34,NOR,Europe,Northern Hemisphere,Very High,,2.0,18.12005043
2018,Switzerland,13.272419913123,22.5490767007716,14.2661810794947,1.15355449194139,KG_CAP,Western Europe,7.487,1.42,1.549,0.927,0.66,0.256,0.357,CHE,Europe,Northern Hemisphere,Very High,,1.0,16.41327095
2018,United Kingdom,16.242839739575714,21.6818387417703,30.761701492318945,4.529057404535479,THND_TONNE,Western Europe,7.19,1.244,1.433,0.888,0.464,0.262,0.082,GBR,Europe,Northern Hemisphere,Very High,,18.0,17.24805069
2018,United Kingdom,11.673392876241,17.363121953743,27.7926608964431,4.09192439034004,KG_CAP,Western Europe,7.19,1.244,1.433,0.888,0.464,0.262,0.082,GBR,Europe,Northern Hemisphere,Very High,,18.0,17.24805069
2019,Australia,18.3061203554003,22.2856265964878,44.7674041728219,7.20902767405751,KG_CAP,North America and ANZ,7.228,1.372,1.548,1.036,0.557,0.332,0.29,AUS,Oceania,Southern Hemisphere,Very High,,5.0,21.57801056
2019,Canada,17.6454236226423,15.7406044106492,33.8710827065993,0.889937080556491,KG_CAP,North America and ANZ,7.278,1.365,1.505,1.039,0.584,0.285,0.308,CAN,America,Northern Hemisphere,Very High,,15.0,16.39625931
2019,Japan,7.43955698794546,16.1523276505959,16.9962765322175,0.16104806457323,KG_CAP,East Asia,5.886,1.327,1.419,1.088,0.445,0.069,0.14,JPN,Asia,Northern Hemisphere,Very High,,19.0,15.22162588
2019,Mexico,8.77373567141306,13.4418609465089,29.2488024629443,0.517871034570511,KG_CAP,Latin America and Caribbean,6.595,1.07,1.323,0.861,0.433,0.074,0.073,MEX,America,Northern Hemisphere,High,LAC,86.0,14.86443996
2019,New Zealand,11.7664204185344,18.9349293469092,39.613317689444,4.58328977052522,KG_CAP,North America and ANZ,7.307,1.303,1.557,1.026,0.585,0.33,0.38,NZL,Oceania,Southern Hemisphere,Very High,,13.0,20.28388977
2019,United States,26.7293486139702,23.302141032229,50.0713589267626,0.44835471639525,KG_CAP,North America and ANZ,6.892,1.433,1.457,0.874,0.454,0.28,0.128,USA,America,Northern Hemisphere,Very High,,21.0,16.28097916
2019,Argentina,39.6930414166216,11.1075472308644,38.182081438707,0.960039400240306,KG_CAP,Latin America and Caribbean,6.086,1.092,1.432,0.881,0.471,0.066,0.05,ARG,America,Southern Hemisphere,Very High,LAC,47.0,17.8748703
2019,Brazil,24.5911002492012,12.2711994305261,40.2605168496156,0.549807666894842,KG_CAP,Latin America and Caribbean,6.3,1.004,1.439,0.802,0.39,0.099,0.086,BRA,America,Southern Hemisphere,High,LAC,87.0,15.59906006
2019,Chile,18.8933783544562,19.2662894192094,36.8155707739482,0.414654236809779,KG_CAP,Latin America and Caribbean,6.444,1.159,1.369,0.92,0.357,0.187,0.056,CHL,America,Southern Hemisphere,Very High,LAC,42.0,16.73130035
2019,China,3.80705448931226,29.2504859587862,12.1347008977943,3.17685183227464,KG_CAP,East Asia,5.191,1.029,1.125,0.893,0.521,0.058,0.1,CHN,Asia,Northern Hemisphere,High,EAP,79.0,14.2361149
2019,Colombia,10.6763078140775,8.04178947139757,31.1245320622453,0.143945570973092,KG_CAP,Latin America and Caribbean,6.125,0.985,1.41,0.841,0.47,0.099,0.034,COL,America,Northern Hemisphere,High,LAC,88.0,14.51506042
2019,Ethiopia,2.54367185793091,0.0146179728311529,0.114176719287873,0.354683314241235,KG_CAP,Sub-Saharan Africa,4.286,0.336,1.033,0.532,0.344,0.209,0.1,ETH,Africa,Northern Hemisphere,Low,SSA,175.0,9.651071421
2019,India,0.52973188018674,0.167764805304175,2.45549780202629,0.462147523743412,KG_CAP,South Asia,4.015,0.755,0.765,0.588,0.498,0.2,0.085,IND,Asia,Northern Hemisphere,Medium,SA,132.0,11.46362019
2019,Indonesia,1.98390566707599,1.00556646599705,7.56930570019135,0.429029540050782,KG_CAP,Southeast Asia,5.192,0.931,1.203,0.66,0.491,0.498,0.028,IDN,Asia,Southern Hemisphere,High,EAP,114.0,13.74889386
2019,Israel,20.3276273859528,1.36284163216104,65.1118153302743,1.60297405926842,KG_CAP,Middle East and North Africa,7.139,1.276,1.455,1.029,0.371,0.261,0.082,ISR,Asia,Northern Hemisphere,Very High,,22.0,16.05088997
2019,Kazakhstan,19.4713571923728,4.77257110775444,15.2282660776928,8.30098981612012,KG_CAP,Commonwealth of Independent States,5.809,1.173,1.508,0.729,0.41,0.146,0.096,KAZ,Asia,Northern Hemisphere,Very High,ECA,56.0,15.6129303
2019,Malaysia,5.30436100458042,5.30104677348496,49.0022597853396,1.16451207924782,KG_CAP,Southeast Asia,5.339,1.221,1.171,0.828,0.508,0.26,0.024,MYS,Asia,Northern Hemisphere,Very High,EAP,62.0,13.48631954
2019,Nigeria,1.3415416944737,1.04818309242728,0.860357858664559,1.73841859129956,KG_CAP,Sub-Saharan Africa,5.265,0.696,1.111,0.245,0.426,0.215,0.041,NGA,Africa,Northern Hemisphere,Low,SSA,163.0,10.12758388
2019,Pakistan,6.39492385504998,3.8123830968e-06,5.97191395762301,2.05253707731376,KG_CAP,South Asia,5.653,0.677,0.886,0.535,0.313,0.22,0.098,PAK,Asia,Northern Hemisphere,Low,SA,161.0,8.658349991
2019,Paraguay,13.6763904190466,21.3535942122811,5.29623124597125,0.50237140605021,KG_CAP,Latin America and Caribbean,5.743,0.855,1.475,0.777,0.514,0.184,0.08,PRY,America,Southern Hemisphere,High,LAC,105.0,12.98799113
2019,Peru,4.14165144943747,4.18296274187409,45.0454016733068,1.06017278349793,KG_CAP,Latin America and Caribbean,5.697,0.96,1.274,0.854,0.455,0.083,0.027,PER,America,Southern Hemisphere,High,LAC,84.0,15.38773354
2019,Philippines,3.11867458779578,14.6652790802124,13.4972308681987,0.516354623204736,KG_CAP,Southeast Asia,5.631,0.807,1.293,0.657,0.558,0.117,0.107,PHL,Asia,Northern Hemisphere,Medium,EAP,116.0,13.39021015
2019,Saudi Arabia,4.01976796574177,0.498059463842157,32.4257730962324,3.81590035545799,KG_CAP,Middle East and North Africa,6.375,1.403,1.357,0.795,0.439,0.08,0.132,SAU,Asia,Northern Hemisphere,Very High,AS,35.0,16.02643967
2019,South Africa,12.3555298043504,3.4497553099765,34.018691664539,2.61275657439054,KG_CAP,Sub-Saharan Africa,4.722,0.96,1.351,0.469,0.389,0.13,0.055,ZAF,Africa,Southern Hemisphere,High,SSA,109.0,13.64371014
2019,Thailand,1.31102901273759,9.99085890471849,7.99283101270446,0.0436161241258223,KG_CAP,Southeast Asia,6.008,1.05,1.409,0.828,0.557,0.359,0.028,THA,Asia,Northern Hemisphere,Very High,EAP,66.0,15.88221913
2019,Ukraine,5.03282430366614,12.5421457543804,22.2816961175811,0.282493830950404,KG_CAP,Central and Eastern Europe,4.332,0.82,1.39,0.739,0.178,0.187,0.01,UKR,Europe,Northern Hemisphere,High,ECA,77.0,14.95656854
2019,Norway,24.75862831752897,0.35083468294875186,2.6733633404134425,8.51017920113416,THND_TONNE,Western Europe,7.554,1.488,1.582,1.028,0.603,0.271,0.341,NOR,Europe,Northern Hemisphere,Very High,,2.0,18.18519974
2019,Ethiopia,0.11293779973039601,34.048666471613075,3.1630603619558695,36.00791137112324,THND_TONNE,Sub-Saharan Africa,4.286,0.336,1.033,0.532,0.344,0.209,0.1,ETH,Africa,Northern Hemisphere,Low,SSA,175.0,9.651071421
2019,Thailand,12.363682845240403,19.54730112264888,0.04784141661199684,19.155702119561695,THND_TONNE,Southeast Asia,6.008,1.05,1.409,0.828,0.557,0.359,0.028,THA,Asia,Northern Hemisphere,Very High,EAP,66.0,15.88221913
2019,Ethiopia,0.016313118176469285,25.989027551138214,30.935976585571645,4.883369988850122,THND_TONNE,Sub-Saharan Africa,4.286,0.336,1.033,0.532,0.344,0.209,0.1,ETH,Africa,Northern Hemisphere,Low,SSA,175.0,9.651071421
2019,Thailand,8.767132936548457,37.154288237512695,1.6026043991198562,10.536693485836754,THND_TONNE,Southeast Asia,6.008,1.05,1.409,0.828,0.557,0.359,0.028,THA,Asia,Northern Hemisphere,Very High,EAP,66.0,15.88221913
2019,Israel,1.5372103421196204,1.6414517489175855,5.716755928986964,37.52102226979036,THND_TONNE,Middle East and North Africa,7.139,1.276,1.455,1.029,0.371,0.261,0.082,ISR,Asia,Northern Hemisphere,Very High,,22.0,16.05088997
2019,Nigeria,1.720885281305313,37.8510293630694,14.786650901417012,0.8778943279240529,THND_TONNE,Sub-Saharan Africa,5.265,0.696,1.111,0.245,0.426,0.215,0.041,NGA,Africa,Northern Hemisphere,Low,SSA,163.0,10.12758388
2019,Nigeria,1.7738523632811185,1.2066694918425684,65.0967999635634,41.30323602117822,THND_TONNE,Sub-Saharan Africa,5.265,0.696,1.111,0.245,0.426,0.215,0.041,NGA,Africa,Northern Hemisphere,Low,SSA,163.0,10.12758388
2019,New Zealand,15.423106450621239,13.315316460431555,8.813310169990197,4.778814554982367,THND_TONNE,North America and ANZ,7.307,1.303,1.557,1.026,0.585,0.33,0.38,NZL,Oceania,Southern Hemisphere,Very High,,13.0,20.28388977
2019,Kazakhstan,16.16812395471377,25.778587509257534,49.07372134355362,21.38098665981307,THND_TONNE,Commonwealth of Independent States,5.809,1.173,1.508,0.729,0.41,0.146,0.096,KAZ,Asia,Northern Hemisphere,Very High,ECA,56.0,15.6129303
2019,Japan,21.096956225952912,0.6131481736377796,12.330587931357101,15.43937554602086,THND_TONNE,East Asia,5.886,1.327,1.419,1.088,0.445,0.069,0.14,JPN,Asia,Northern Hemisphere,Very High,,19.0,15.22162588
2019,United States,0.5006375235663197,11.909142222936385,29.355234283128645,2.7524797104653707,THND_TONNE,North America and ANZ,6.892,1.433,1.457,0.874,0.454,0.28,0.128,USA,America,Northern Hemisphere,Very High,,21.0,16.28097916
2019,Argentina,41.93407645578619,5.672267553306247,54.81705954161886,55.9101983720324,THND_TONNE,Latin America and Caribbean,6.086,1.092,1.432,0.881,0.471,0.066,0.05,ARG,America,Southern Hemisphere,Very High,LAC,47.0,17.8748703
2019,Colombia,9.867510348919946,1.0546437497991312,25.548838421354045,2.216443671488175e-06,THND_TONNE,Latin America and Caribbean,6.125,0.985,1.41,0.841,0.47,0.099,0.034,COL,America,Northern Hemisphere,High,LAC,88.0,14.51506042
2019,Brazil,44.89872343081807,5.141272159173514,1.1549819031634323,7.16815368530597,THND_TONNE,Latin America and Caribbean,6.3,1.004,1.439,0.802,0.39,0.099,0.086,BRA,America,Southern Hemisphere,High,LAC,87.0,15.59906006
2019,Brazil,34.4760291898691,4.822380769106462,7.014443400742315,13.76648178020268,THND_TONNE,Latin America and Caribbean,6.3,1.004,1.439,0.802,0.39,0.099,0.086,BRA,America,Southern Hemisphere,High,LAC,87.0,15.59906006
2019,Colombia,14.597300231376407,1.252037473599333,1.1113959816868406,33.850855780386276,THND_TONNE,Latin America and Caribbean,6.125,0.985,1.41,0.841,0.47,0.099,0.034,COL,America,Northern Hemisphere,High,LAC,88.0,14.51506042
2019,Colombia,0.1565543460538046,10.827503271005925,6.428939042645697,18.37029897118144,THND_TONNE,Latin America and Caribbean,6.125,0.985,1.41,0.841,0.47,0.099,0.034,COL,America,Northern Hemisphere,High,LAC,88.0,14.51506042
2019,Pakistan,5.773507786793756,1.807814625321145,0.1864455947729649,5.306343803840769,THND_TONNE,South Asia,5.653,0.677,0.886,0.535,0.313,0.22,0.098,PAK,Asia,Northern Hemisphere,Low,SA,161.0,8.658349991
2019,Canada,35.721174484785074,25.21276082868445,4.104750202900401,26.908953841913995,THND_TONNE,North America and ANZ,7.278,1.365,1.505,1.039,0.584,0.285,0.308,CAN,America,Northern Hemisphere,Very High,,15.0,16.39625931
2019,China,37.74922596270084,39.08028193652659,14.131124278194479,0.3799717175060973,THND_TONNE,East Asia,5.191,1.029,1.125,0.893,0.521,0.058,0.1,CHN,Asia,Northern Hemisphere,High,EAP,79.0,14.2361149
2019,Ukraine,29.970262763835674,8.353616266486036,0.7250353489931196,4.271514556097333,THND_TONNE,Central and Eastern Europe,4.332,0.82,1.39,0.739,0.178,0.187,0.01,UKR,Europe,Northern Hemisphere,High,ECA,77.0,14.95656854
2019,Paraguay,6.124100939099142,28.05980258200928,7.7722403769351605,0.44016170712660524,THND_TONNE,Latin America and Caribbean,5.743,0.855,1.475,0.777,0.514,0.184,0.08,PRY,America,Southern Hemisphere,High,LAC,105.0,12.98799113
2019,South Africa,4.25077091447862,1.9843452003234554,19.676615769164684,0.5406050636148162,THND_TONNE,Sub-Saharan Africa,4.722,0.96,1.351,0.469,0.389,0.13,0.055,ZAF,Africa,Southern Hemisphere,High,SSA,109.0,13.64371014
2019,Canada,0.9402215683064575,17.32249484878679,18.76205396384207,19.88069319933429,THND_TONNE,North America and ANZ,7.278,1.365,1.505,1.039,0.584,0.285,0.308,CAN,America,Northern Hemisphere,Very High,,15.0,16.39625931
2019,Pakistan,4.158252131609445e-06,1.2693255585893752,47.912166293732874,13.8808471469935,THND_TONNE,South Asia,5.653,0.677,0.886,0.535,0.313,0.22,0.098,PAK,Asia,Northern Hemisphere,Low,SA,161.0,8.658349991
2019,Mexico,0.6062306388096056,23.073437433507273,0.5808985780046794,23.436223343779318,THND_TONNE,Latin America and Caribbean,6.595,1.07,1.323,0.861,0.433,0.074,0.073,MEX,America,Northern Hemisphere,High,LAC,86.0,14.86443996
2019,Paraguay,27.85700717140522,5.474703716524651,0.4734843969217198,16.964354679743494,THND_TONNE,Latin America and Caribbean,5.743,0.855,1.475,0.777,0.514,0.184,0.08,PRY,America,Southern Hemisphere,High,LAC,105.0,12.98799113
2019,India,0.20606648599364408,3.633991069402138,19.032779518623514,15.814146784674366,THND_TONNE,South Asia,4.015,0.755,0.765,0.588,0.498,0.2,0.085,IND,Asia,Northern Hemisphere,Medium,SA,132.0,11.46362019
2019,Mexico,17.75267198727736,0.590036711870826,40.656445902347635,1.2517961167974434,THND_TONNE,Latin America and Caribbean,6.595,1.07,1.323,0.861,0.433,0.074,0.073,MEX,America,Northern Hemisphere,High,LAC,86.0,14.86443996
2019,Norway,13.7036363719495,19.7360798652557,17.5796079912433,4.39179452659674,KG_CAP,Western Europe,7.554,1.488,1.582,1.028,0.603,0.271,0.341,NOR,Europe,Northern Hemisphere,Very High,,2.0,18.18519974
2019,Switzerland,13.2201062913529,22.5009003562741,14.30701789114,1.14835556566471,KG_CAP,Western Europe,7.48,1.452,1.526,1.052,0.572,0.263,0.343,CHE,Europe,Northern Hemisphere,Very High,,1.0,16.50029945
2019,United Kingdom,16.327679420952744,21.39078878401463,31.522803440492904,4.588270882236489,THND_TONNE,Western Europe,7.054,1.333,1.538,0.996,0.45,0.348,0.278,GBR,Europe,Northern Hemisphere,Very High,,18.0,17.30971909
2019,United Kingdom,11.6668055859047,17.0314199725123,28.3163298179107,4.12155574425945,KG_CAP,Western Europe,7.054,1.333,1.538,0.996,0.45,0.348,0.278,GBR,Europe,Northern Hemisphere,Very High,,18.0,17.30971909
2020,Australia,16.742471554166,22.6401251608253,44.2231489859064,7.22294490055437,KG_CAP,North America and ANZ,7.222799778,1.310396433,1.477146268,1.022607684,0.621877193,0.324973613,0.335996419,AUS,Oceania,Southern Hemisphere,Very High,,5.0,21.05459023
2020,Canada,17.3695920800645,15.8758695711887,33.7170553108924,0.929245535524722,KG_CAP,North America and ANZ,7.23210001,1.301647663,1.435391903,1.022501945,0.644028127,0.28152892,0.351701856,CAN,America,Northern Hemisphere,Very High,,15.0,16.39625931
2020,Japan,7.47689948111396,16.3261943590814,17.0584350127062,0.161571403969802,KG_CAP,East Asia,5.870800018,1.26672411,1.332338691,1.072881341,0.495465875,0.03571178,0.181439638,JPN,Asia,Northern Hemisphere,Very High,,19.0,15.22162588
2020,Mexico,8.73085238072356,13.7610975458302,29.252073112878,0.520071833489706,KG_CAP,Latin America and Caribbean,6.465000153,1.024387479,1.226333499,0.831601024,0.553892553,0.083094485,0.083133668,MEX,America,Northern Hemisphere,High,LAC,86.0,14.86443996
2020,New Zealand,11.7594866042422,19.130591336949,39.4794123695906,4.54641338350618,KG_CAP,North America and ANZ,7.299600124,1.242317915,1.48721838,1.008138299,0.646789908,0.325726211,0.461268276,NZL,Oceania,Southern Hemisphere,Very High,,13.0,20.28388977
2020,United States,27.2097273413537,23.4610430209146,49.4850944905003,0.438496479929833,KG_CAP,North America and ANZ,6.939599991,1.37398684,1.404786706,0.831618011,0.534608245,0.298143059,0.152284741,USA,America,Northern Hemisphere,Very High,,21.0,16.28097916
2020,Argentina,39.712605573572,11.5806908283784,38.2200223329622,0.962400881432012,KG_CAP,Latin America and Caribbean,5.974699974,1.028465629,1.372543693,0.849773705,0.520840347,0.070100471,0.060415059,ARG,America,Southern Hemisphere,Very High,LAC,47.0,17.8748703
2020,Brazil,24.7922076839021,12.3281134918886,40.7377633201846,0.548378098342556,KG_CAP,Latin America and Caribbean,6.375599861,0.952679873,1.363464117,0.766119063,0.483292729,0.131674588,0.106518604,BRA,America,Southern Hemisphere,High,LAC,87.0,15.59906006
2020,Chile,19.093535667153,19.6289163975884,37.075559244908,0.415309787251139,KG_CAP,Latin America and Caribbean,6.228499889,1.096992493,1.323286891,0.889260828,0.417482227,0.155579001,0.06284935,CHL,America,Southern Hemisphere,Very High,LAC,42.0,16.73130035
2020,China,3.84946793502705,30.4791218965628,12.2374419055507,3.22275293370534,KG_CAP,East Asia,5.123899937,0.990533412,1.132080674,0.867248535,0.601605117,0.079021044,0.117255554,CHN,Asia,Northern Hemisphere,High,EAP,79.0,14.2361149
2020,Colombia,10.8864268211505,8.30426728464547,31.6666553533582,0.143730416721074,KG_CAP,Latin America and Caribbean,6.163400173,0.93220371,1.33445096,0.810020149,0.526890039,0.092374094,0.04584837,COL,America,Northern Hemisphere,High,LAC,88.0,14.44274998
2020,Ethiopia,2.54604013306794,0.0148011240902379,0.113300347117133,0.359354694739744,KG_CAP,Sub-Saharan Africa,4.186200142,0.315125644,1.001103282,0.483846247,0.41256687,0.227698103,0.117437035,ETH,Africa,Northern Hemisphere,Low,SSA,175.0,9.651071421
2020,India,0.535302412193296,0.169324971631689,2.51661074270924,0.465456030727657,KG_CAP,South Asia,3.573299885,0.730576158,0.644198656,0.54057014,0.581142247,0.237072483,0.105587982,IND,Asia,Northern Hemisphere,Medium,SA,132.0,11.87462044
2020,Indonesia,2.01476165510888,1.00886895657205,7.655302263546,0.429823116950397,KG_CAP,Southeast Asia,5.285600185,0.891720712,1.154800892,0.610437036,0.568161428,0.542646527,0.038278613,IDN,Asia,Southern Hemisphere,High,EAP,114.0,13.74889386
2020,Israel,20.3328773494632,1.3425649219205,65.565583561009,1.62821698079058,KG_CAP,Middle East and North Africa,7.128600121,1.216463685,1.403256774,1.008052945,0.420699477,0.266861796,0.09989845,ISR,Asia,Northern Hemisphere,Very High,,22.0,16.05088997
2020,Kazakhstan,19.7259950174568,4.7589948659181,15.4253387396796,8.38182996188215,KG_CAP,Commonwealth of Independent States,6.057899952,1.122594237,1.453267694,0.698788941,0.497432142,0.153713793,0.110463686,KAZ,Asia,Northern Hemisphere,Very High,ECA,56.0,15.76500034
2020,Malaysia,5.42233691488633,5.31292578712448,49.3489262828738,1.18405213840338,KG_CAP,Southeast Asia,5.384300232,1.168421626,1.17400229,0.788511872,0.596941531,0.274886161,0.062163133,MYS,Asia,Northern Hemisphere,Very High,EAP,62.0,13.34304047
2020,Nigeria,1.34571493621286,1.05763081990358,0.836833824984488,1.73295563833349,KG_CAP,Sub-Saharan Africa,4.724100113,0.645901859,0.986717939,0.167835936,0.435079455,0.221328124,0.047589935,NGA,Africa,Northern Hemisphere,Low,SSA,163.0,10.12758388
2020,Pakistan,6.49058449520348,3.7434790013e-06,6.01003183483665,2.04232292454205,KG_CAP,South Asia,5.69329977,0.616799474,0.872979581,0.469933242,0.405421734,0.228705063,0.122592121,PAK,Asia,Northern Hemisphere,Low,SA,161.0,8.658349991
2020,Paraguay,13.7297082418167,21.6933742193792,5.26430137360326,0.500071944292353,KG_CAP,Latin America and Caribbean,5.692100048,0.897990823,1.36819756,0.735869646,0.586510062,0.204299241,0.065077379,PRY,America,Southern Hemisphere,High,LAC,105.0,12.98799113
2020,Peru,4.17620406902685,4.27308635483772,45.4538490561227,1.05488595814149,KG_CAP,Latin America and Caribbean,5.796800137,0.91854918,1.208405972,0.824444175,0.513210058,0.091611817,0.02703266,PER,America,Southern Hemisphere,High,LAC,84.0,15.38773354
2020,Philippines,3.14518456506572,14.9066436897893,13.7072547114789,0.517388497410019,KG_CAP,Southeast Asia,6.006000042,0.775120676,1.245381713,0.602189481,0.621915162,0.129260212,0.130385727,PHL,Asia,Northern Hemisphere,Medium,EAP,116.0,13.12656975
2020,Saudi Arabia,4.05439754849769,0.489894985556025,32.5288650534984,3.79385938020689,KG_CAP,Middle East and North Africa,6.406499863,1.334328532,1.309950113,0.759818137,0.548477471,0.087440684,0.163322315,SAU,Asia,Northern Hemisphere,Very High,AS,35.0,16.13549042
2020,South Africa,12.6146778451448,3.49885273811193,34.2847960450675,2.62139525632956,KG_CAP,Sub-Saharan Africa,4.814099789,0.902140439,1.259086251,0.407034069,0.43478182,0.126406848,0.05950214,ZAF,Africa,Southern Hemisphere,High,SSA,109.0,13.64371014
2020,Thailand,1.32726127103316,10.1285598797736,8.05393008326754,0.045193419367814,KG_CAP,Southeast Asia,5.998799801,1.007029295,1.347519517,0.793855846,0.609449804,0.376709014,0.031837862,THA,Asia,Northern Hemisphere,Very High,EAP,66.0,15.88221913
2020,Ukraine,5.03284139539794,12.8699398858885,22.7126062465837,0.287140641180485,KG_CAP,Central and Eastern Europe,4.56069994,0.780434608,1.321316481,0.698674381,0.319423705,0.178551316,0.00965116,UKR,Europe,Northern Hemisphere,High,ECA,77.0,14.95656854
2020,Norway,25.273631879979213,0.3639223435259058,2.7688446681248675,8.468238407036647,THND_TONNE,Western Europe,7.487999916,1.42420733,1.495172501,1.008071899,0.670200884,0.287985086,0.434100568,NOR,Europe,Northern Hemisphere,Very High,,2.0,18.18519974
2020,Ethiopia,0.1147404735453017,34.72616954908142,3.2414197561833253,35.73539073888334,THND_TONNE,Sub-Saharan Africa,4.186200142,0.315125644,1.001103282,0.483846247,0.41256687,0.227698103,0.117437035,ETH,Africa,Northern Hemisphere,Low,SSA,175.0,9.651071421
2020,Thailand,12.553024810138508,19.75618448769692,0.0496464065501524,19.19464552609902,THND_TONNE,Southeast Asia,5.998799801,1.007029295,1.347519517,0.793855846,0.609449804,0.376709014,0.031837862,THA,Asia,Northern Hemisphere,Very High,EAP,66.0,15.88221913
2020,Ethiopia,0.01691095627671251,26.589694861472235,31.245371447418986,4.973880524360342,THND_TONNE,Sub-Saharan Africa,4.186200142,0.315125644,1.001103282,0.483846247,0.41256687,0.227698103,0.117437035,ETH,Africa,Northern Hemisphere,Low,SSA,175.0,9.651071421
