year,country,beef,pig,poultry,sheep,measures,region,happiness_score,gdp_per_capita,social_support,healthy_life_expectancy,freedom_to_make_life_choices,generosity,perceptions_of_corruption,ISO3,Continent,Hemisphere,Human Development Groups,UNDP Developing Regions,HDI Rank (2021),Expected Years of Schooling
2016,Paraguay,6.167012232472889,28.146098638482542,7.295242117833737,0.4347569356633797,THND_TONNE,Latin America and Caribbean,5.538,0.89373,1.11111,0.58295,0.46235,0.25296,0.07396,PRY,America,Southern Hemisphere,High,LAC,105.0,12.76987498
2016,South Africa,4.105357667127831,1.9084136585155402,18.943652113994393,0.5009580428800866,THND_TONNE,Sub-Saharan Africa,4.459,1.02416,0.96053,0.18611,0.42483,0.13656,0.08415,ZAF,Africa,Southern Hemisphere,High,SSA,109.0,14.01766014
2016,Canada,0.956913778801764,16.77011337307148,18.852233792341273,16.37086781017905,THND_TONNE,North America and ANZ,7.404,1.44015,1.0961,0.8276,0.5737,0.44834,0.31329,CAN,America,Northern Hemisphere,Very High,,15.0,16.00966072
2016,Pakistan,7.900679106788979e-07,1.3932089842304032,46.0877309961085,13.109465987400599,THND_TONNE,South Asia,5.132,0.68816,0.26135,0.40306,0.14622,0.31185,0.1388,PAK,Asia,Northern Hemisphere,Low,SA,161.0,7.989449978
2016,Mexico,0.5737167941131847,21.361989519374017,0.5723364147347397,23.34104322682755,THND_TONNE,Latin America and Caribbean,6.778,1.11508,0.7146,0.71143,0.37709,0.11735,0.18355,MEX,America,Northern Hemisphere,High,LAC,86.0,14.6375103
2016,Paraguay,27.51984878719188,4.86013994331738,0.41743013334482526,17.228813964549236,THND_TONNE,Latin America and Caribbean,5.538,0.89373,1.11111,0.58295,0.46235,0.25296,0.07396,PRY,America,Southern Hemisphere,High,LAC,105.0,12.76987498
2016,India,0.2215546574161304,3.4117056986154135,20.23919123205238,15.309853848204694,THND_TONNE,South Asia,4.404,0.74036,0.29247,0.45091,0.40285,0.25028,0.08722,IND,Asia,Northern Hemisphere,Medium,SA,132.0,12.34372044
2016,Mexico,15.80453099229666,0.18900305925335154,38.52880242212276,1.0983013625872695,THND_TONNE,Latin America and Caribbean,6.778,1.11508,0.7146,0.71143,0.37709,0.11735,0.18355,MEX,America,Northern Hemisphere,High,LAC,86.0,14.6375103
2016,Norway,14.1959873588662,20.5193568066187,16.7452734482571,4.55156884915529,KG_CAP,Western Europe,7.498,1.57744,1.1269,0.79579,0.59609,0.37895,0.35776,NOR,Europe,Northern Hemisphere,Very High,,2.0,17.96912956
2016,Switzerland,13.9137870148073,23.1248875638506,14.1912463377466,1.29141480325065,KG_CAP,Western Europe,7.509,1.52733,1.14524,0.86303,0.58557,0.28083,0.41203,CHE,Europe,Northern Hemisphere,Very High,,1.0,16.24938011
2016,United Kingdom,16.15635398244067,21.2151198683248,30.385102106803217,4.7420579575713235,THND_TONNE,Western Europe,6.725,1.40283,1.08672,0.80991,0.50036,0.50156,0.27399,GBR,Europe,Northern Hemisphere,Very High,,18.0,17.41354465
2016,United Kingdom,11.7497721760905,17.1920687251862,27.7799473434399,4.33548387949555,KG_CAP,Western Europe,6.725,1.40283,1.08672,0.80991,0.50036,0.50156,0.27399,GBR,Europe,Northern Hemisphere,Very High,,18.0,17.41354465
2017,Australia,18.7150603640546,22.0096243190494,43.5651252075566,7.77405835391671,KG_CAP,North America and ANZ,7.28399992,1.484414935,1.510041952,0.843886793,0.601607382,0.47769925,0.30118373,AUS,Oceania,Southern Hemisphere,Very High,,5.0,21.95433044
2017,Canada,18.0733324180365,16.005627081736,33.5540689461262,0.968804478153911,KG_CAP,North America and ANZ,7.315999985,1.479204416,1.481348991,0.834557652,0.611100912,0.435539722,0.287371516,CAN,America,Northern Hemisphere,Very High,,15.0,16.15789032
2017,Japan,7.26441593464928,15.8335458010761,17.0029841914053,0.153187682914848,KG_CAP,East Asia,5.920000076,1.416915178,1.436337829,0.913475871,0.505625546,0.120572768,0.163760737,JPN,Asia,Northern Hemisphere,Very High,,19.0,15.21569
2017,Mexico,8.86630743252477,12.9343510008216,28.4697312818235,0.511742039555835,KG_CAP,Latin America and Caribbean,6.578000069,1.153183818,1.21086216,0.709978998,0.412730008,0.120990433,0.132774115,MEX,America,Northern Hemisphere,High,LAC,86.0,14.80978012
2017,New Zealand,12.0722127016662,18.5594196414745,38.4207141450689,5.2887628653242,KG_CAP,North America and ANZ,7.31400013,1.405706048,1.548195124,0.816759706,0.61406213,0.500005126,0.382816702,NZL,Oceania,Southern Hemisphere,Very High,,13.0,18.83856964
2017,United States,25.9886969258198,22.9373338418654,48.9953851456684,0.486936901920456,KG_CAP,North America and ANZ,6.993000031,1.546259284,1.419920564,0.774286628,0.505740523,0.392578781,0.135638788,USA,America,Northern Hemisphere,Very High,,21.0,16.31038094
2017,Argentina,39.6399097550022,10.3149521589068,38.0535840089706,0.961155247271808,KG_CAP,Latin America and Caribbean,6.598999977,1.185295463,1.440451145,0.695137084,0.494519204,0.109457061,0.059739888,ARG,America,Southern Hemisphere,Very High,LAC,47.0,17.6541996
2017,Brazil,25.1970333923814,12.0645951175536,40.621665595624,0.551357856199734,KG_CAP,Latin America and Caribbean,6.635000229,1.10735321,1.431306005,0.616552353,0.437453747,0.162349895,0.111092761,BRA,America,Southern Hemisphere,High,LAC,87.0,15.48515987
2017,Chile,17.5939390981954,19.4092706621146,35.9668391085264,0.429410456171936,KG_CAP,Latin America and Caribbean,6.65199995,1.25278461,1.284024954,0.819479704,0.376895279,0.326662421,0.082287982,CHL,America,Southern Hemisphere,Very High,LAC,42.0,16.44754982
2017,China,3.56273656271114,30.9214088244497,11.4065416699849,3.07389619691583,KG_CAP,East Asia,5.272999763,1.081165791,1.160837412,0.741415501,0.472787708,0.028806841,0.022794275,CHN,Asia,Northern Hemisphere,High,EAP,79.0,13.89733
2017,Colombia,10.5044213243395,7.20349326006145,29.5088390910227,0.140900469609432,KG_CAP,Latin America and Caribbean,6.356999874,1.070622325,1.402182937,0.595027924,0.477487415,0.149014473,0.046668742,COL,America,Northern Hemisphere,High,LAC,88.0,14.40923977
2017,Ethiopia,2.61950915868836,0.0152206276556088,0.114874825795503,0.469021423960583,KG_CAP,Sub-Saharan Africa,4.460000038,0.339233845,0.864669204,0.353409708,0.408842742,0.31265074,0.165455714,ETH,Africa,Northern Hemisphere,Low,SSA,175.0,9.277567601
2017,India,0.426524415779732,0.178431196263326,2.32691241114783,0.4674787764209,KG_CAP,South Asia,4.315000057,0.792221248,0.754372597,0.455427617,0.469987005,0.231538489,0.092226885,IND,Asia,Northern Hemisphere,Medium,SA,132.0,12.16333008
2017,Indonesia,1.89026363576598,1.01938135523249,7.68344796965431,0.424614221949014,KG_CAP,Southeast Asia,5.262000084,0.995538592,1.274444699,0.492345721,0.443323463,0.611704588,0.015317135,IDN,Asia,Southern Hemisphere,High,EAP,114.0,13.53096962
2017,Israel,21.1611710128211,1.38677889222116,65.7797559608359,1.58053909948825,KG_CAP,Middle East and North Africa,7.212999821,1.375382423,1.376289964,0.838404,0.405988604,0.330082655,0.0852421,ISR,Asia,Northern Hemisphere,Very High,,22.0,16.16283035
2017,Kazakhstan,20.3790826147985,5.28332737633899,16.4276714219947,8.27875919670436,KG_CAP,Commonwealth of Independent States,5.818999767,1.28455627,1.384369016,0.606041551,0.437454283,0.201964423,0.119282886,KAZ,Asia,Northern Hemisphere,Very High,ECA,56.0,15.29436016
2017,Malaysia,5.21463146575856,5.3836691663646,48.5218696146766,1.20044810708599,KG_CAP,Southeast Asia,6.084000111,1.29121542,1.284646034,0.618784428,0.402264982,0.41660893,0.065600708,MYS,Asia,Northern Hemisphere,Very High,EAP,62.0,13.67864037
2017,Nigeria,1.37591257103275,1.14230219624038,0.928939559420757,1.83185019881353,KG_CAP,Sub-Saharan Africa,5.073999882,0.783756256,1.215770483,0.05691573,0.394952565,0.230947196,0.026121566,NGA,Africa,Northern Hemisphere,Low,SSA,163.0,9.758482316
2017,Pakistan,6.45369448775998,7.52223354e-07,5.83309263320284,2.06626969498663,KG_CAP,South Asia,5.269000053,0.726883531,0.67269069,0.402047783,0.235215262,0.315446019,0.124348067,PAK,Asia,Northern Hemisphere,Low,SA,161.0,7.931729794
2017,Paraguay,14.2502638338652,21.8312724071252,5.35613838510471,0.514734276865015,KG_CAP,Latin America and Caribbean,5.493000031,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,PRY,America,Southern Hemisphere,High,LAC,105.0,12.70668574
2017,Peru,4.23567263528186,4.10293704254209,41.7013615171736,1.06698485379381,KG_CAP,Latin America and Caribbean,5.715000153,1.035225272,1.218770385,0.630166113,0.450002879,0.126819715,0.047049087,PER,America,Southern Hemisphere,High,LAC,84.0,14.99071026
2017,Philippines,3.12267009641301,14.6475922640473,12.6853162477337,0.512023878266536,KG_CAP,Southeast Asia,5.429999828,0.857699215,1.253917575,0.468009055,0.585214674,0.193513423,0.099331893,PHL,Asia,Northern Hemisphere,Medium,EAP,116.0,13.14836025
2017,Saudi Arabia,4.16709821369805,0.495236859699098,34.566184999543,4.45253990313065,KG_CAP,Middle East and North Africa,6.343999863,1.530623555,1.286677599,0.59014833,0.449750572,0.147616014,0.273432255,SAU,Asia,Northern Hemisphere,Very High,AS,35.0,15.63002014
2017,South Africa,11.9362405582746,3.38764303663802,33.4038833548492,2.67949706097114,KG_CAP,Sub-Saharan Africa,4.828999996,1.054698706,1.384788632,0.18708007,0.479246736,0.13936238,0.072509497,ZAF,Africa,Southern Hemisphere,High,SSA,109.0,13.79119968
2017,Thailand,1.30627188334083,9.97192134838486,7.90498990913228,0.0431488295116018,KG_CAP,Southeast Asia,6.423999786,1.127868772,1.425792456,0.647239029,0.580200732,0.57212311,0.031612735,THA,Asia,Northern Hemisphere,Very High,EAP,66.0,15.57729969
2017,Ukraine,5.01530527392984,13.0104072363629,21.0617429077841,0.26870051608509,KG_CAP,Central and Eastern Europe,4.096000195,0.894651949,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,UKR,Europe,Northern Hemisphere,High,ECA,77.0,14.91945198
2017,Norway,24.674739553637096,0.4421196432344907,2.4786619723585037,8.563381114073055,THND_TONNE,Western Europe,7.537000179,1.616463184,1.53352356,0.796666503,0.635422587,0.362012237,0.315963835,NOR,Europe,Northern Hemisphere,Very High,,2.0,18.06615067
2017,Ethiopia,0.10828592128789447,35.01784058772337,3.104214215449375,35.51506493291588,THND_TONNE,Sub-Saharan Africa,4.460000038,0.339233845,0.864669204,0.353409708,0.408842742,0.31265074,0.165455714,ETH,Africa,Northern Hemisphere,Low,SSA,175.0,9.277567601
2017,Thailand,12.292415055018992,18.635809100337273,0.04714539960302462,19.06355795067898,THND_TONNE,Southeast Asia,6.423999786,1.127868772,1.425792456,0.647239029,0.580200732,0.57212311,0.031612735,THA,Asia,Northern Hemisphere,Very High,EAP,66.0,15.57729969
2017,Ethiopia,0.016187051981408403,26.63228068331849,29.466740214388874,4.979188689189006,THND_TONNE,Sub-Saharan Africa,4.460000038,0.339233845,0.864669204,0.353409708,0.408842742,0.31265074,0.165455714,ETH,Africa,Northern Hemisphere,Low,SSA,175.0,9.277567601
2017,Thailand,8.637173066854853,35.635887915071216,1.5318805687894268,9.435993779533073,THND_TONNE,Southeast Asia,6.423999786,1.127868772,1.425792456,0.647239029,0.580200732,0.57212311,0.031612735,THA,Asia,Northern Hemisphere,Very High,EAP,66.0,15.57729969
2017,Israel,1.5164041198657232,1.5895431314094108,6.196332137479029,35.967681745457156,THND_TONNE,Middle East and North Africa,7.212999821,1.375382423,1.376289964,0.838404,0.405988604,0.330082655,0.0852421,ISR,Asia,Northern Hemisphere,Very High,,22.0,16.16283035
2017,Nigeria,1.6764805386591193,37.70937562747227,15.026915144000608,0.9003482059360013,THND_TONNE,Sub-Saharan Africa,5.073999882,0.783756256,1.215770483,0.05691573,0.394952565,0.230947196,0.026121566,NGA,Africa,Northern Hemisphere,Low,SSA,163.0,9.758482316
2017,Nigeria,1.7754686226019845,1.2490853847611474,63.75465814717384,39.33594125500182,THND_TONNE,Sub-Saharan Africa,5.073999882,0.783756256,1.215770483,0.05691573,0.394952565,0.230947196,0.026121566,NGA,Africa,Northern Hemisphere,Low,SSA,163.0,9.758482316
2017,New Zealand,15.5380181532394,14.591345400204634,8.606059567560226,5.414747487423485,THND_TONNE,North America and ANZ,7.31400013,1.405706048,1.548195124,0.816759706,0.61406213,0.500005126,0.382816702,NZL,Oceania,Southern Hemisphere,Very High,,13.0,18.83856964
2017,Kazakhstan,17.07713866955726,25.7497890553227,44.37072666308626,20.89138249689063,THND_TONNE,Commonwealth of Independent States,5.818999767,1.28455627,1.384369016,0.606041551,0.437454283,0.201964423,0.119282886,KAZ,Asia,Northern Hemisphere,Very High,ECA,56.0,15.29436016
2017,Japan,20.78324545351967,0.6058896008212475,11.954469571691916,14.957559965845688,THND_TONNE,East Asia,5.920000076,1.416915178,1.436337829,0.913475871,0.505625546,0.120572768,0.163760737,JPN,Asia,Northern Hemisphere,Very High,,19.0,15.21569
2017,United States,0.5360632047895302,11.483487633550302,28.488810418475655,2.5686071768777174,THND_TONNE,North America and ANZ,6.993000031,1.546259284,1.419920564,0.774286628,0.505740523,0.392578781,0.135638788,USA,America,Northern Hemisphere,Very High,,21.0,16.31038094
2017,Argentina,41.03347852520635,5.665696753884053,53.73534701769157,53.93845296484589,THND_TONNE,Latin America and Caribbean,6.598999977,1.185295463,1.440451145,0.695137084,0.494519204,0.109457061,0.059739888,ARG,America,Southern Hemisphere,Very High,LAC,47.0,17.6541996
2017,Colombia,8.699848978224837,1.0364212524376117,25.783625973950105,2.2267538776492506e-06,THND_TONNE,Latin America and Caribbean,6.356999874,1.070622325,1.402182937,0.595027924,0.477487415,0.149014473,0.046668742,COL,America,Northern Hemisphere,High,LAC,88.0,14.40923977
2017,Brazil,44.63932902320123,4.925260767437593,1.135284114928507,6.866634893006271,THND_TONNE,Latin America and Caribbean,6.635000229,1.10735321,1.431306005,0.616552353,0.437453747,0.162349895,0.111092761,BRA,America,Southern Hemisphere,High,LAC,87.0,15.48515987
2017,Brazil,34.809194615608405,4.705307706344643,7.074639180698868,12.54868033216288,THND_TONNE,Latin America and Caribbean,6.635000229,1.10735321,1.431306005,0.616552353,0.437453747,0.162349895,0.111092761,BRA,America,Southern Hemisphere,High,LAC,87.0,15.48515987
2017,Colombia,14.13634888050387,1.2431268172697878,1.1140781320266782,31.588762624383396,THND_TONNE,Latin America and Caribbean,6.356999874,1.070622325,1.402182937,0.595027924,0.477487415,0.149014473,0.046668742,COL,America,Northern Hemisphere,High,LAC,88.0,14.40923977
2017,Colombia,0.15083180583374983,10.625085882088861,6.3621241046207615,18.305391999775814,THND_TONNE,Latin America and Caribbean,6.356999874,1.070622325,1.402182937,0.595027924,0.477487415,0.149014473,0.046668742,COL,America,Northern Hemisphere,High,LAC,88.0,14.40923977
2017,Pakistan,5.43035740465159,1.7942729634710826,0.17822595962407278,5.307087888974363,THND_TONNE,South Asia,5.269000053,0.726883531,0.67269069,0.402047783,0.235215262,0.315446019,0.124348067,PAK,Asia,Northern Hemisphere,Low,SA,161.0,7.931729794
2017,Canada,34.826556274172766,23.117705724236828,3.9887986423872057,25.899797676629774,THND_TONNE,North America and ANZ,7.315999985,1.479204416,1.481348991,0.834557652,0.611100912,0.435539722,0.287371516,CAN,America,Northern Hemisphere,Very High,,15.0,16.15789032
2017,China,39.6093180918821,37.59233366923675,12.889399232601585,0.36494865565944323,THND_TONNE,East Asia,5.272999763,1.081165791,1.160837412,0.741415501,0.472787708,0.028806841,0.022794275,CHN,Asia,Northern Hemisphere,High,EAP,79.0,13.89733
2017,Ukraine,28.606029017102973,8.305137644930738,0.5711705368253246,4.1941405859956555,THND_TONNE,Central and Eastern Europe,4.096000195,0.894651949,1.394537568,0.575903952,0.122974776,0.270061463,0.023029471,UKR,Europe,Northern Hemisphere,High,ECA,77.0,14.91945198
2017,Paraguay,6.04196687680782,28.11347579597941,7.553053749993523,0.4488173425739764,THND_TONNE,Latin America and Caribbean,5.493000031,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,PRY,America,Southern Hemisphere,High,LAC,105.0,12.70668574
2017,South Africa,4.077334451459952,1.9236078772877008,19.782094201859753,0.5202613836908818,THND_TONNE,Sub-Saharan Africa,4.828999996,1.054698706,1.384788632,0.18708007,0.479246736,0.13936238,0.072509497,ZAF,Africa,Southern Hemisphere,High,SSA,109.0,13.79119968
2017,Canada,1.0055449230693954,16.791352877097175,18.742438887761736,20.208500435499165,THND_TONNE,North America and ANZ,7.315999985,1.479204416,1.481348991,0.834557652,0.611100912,0.435539722,0.287371516,CAN,America,Northern Hemisphere,Very High,,15.0,16.15789032
2017,Pakistan,7.900679106788979e-07,1.2781117695965312,45.43961456752291,12.951021216467735,THND_TONNE,South Asia,5.269000053,0.726883531,0.67269069,0.402047783,0.235215262,0.315446019,0.124348067,PAK,Asia,Northern Hemisphere,Low,SA,161.0,7.931729794
2017,Mexico,0.5847288804677885,22.887286200880304,0.58064359573399,23.58241124989211,THND_TONNE,Latin America and Caribbean,6.578000069,1.153183818,1.21086216,0.709978998,0.412730008,0.120990433,0.132774115,MEX,America,Northern Hemisphere,High,LAC,86.0,14.80978012
2017,Paraguay,27.783929545338324,5.085320933703433,0.45897096892040185,16.008211765860164,THND_TONNE,Latin America and Caribbean,5.493000031,0.932537317,1.50728488,0.579250693,0.473507792,0.224150658,0.091065913,PRY,America,Southern Hemisphere,High,LAC,105.0,12.70668574
2017,India,0.21443522331077738,3.4901108517608153,19.93619292124157,15.456059803062695,THND_TONNE,South Asia,4.315000057,0.792221248,0.754372597,0.455427617,0.469987005,0.231538489,0.092226885,IND,Asia,Northern Hemisphere,Medium,SA,132.0,12.16333008
2017,Mexico,16.673860386292173,0.5660293381351137,38.080652042694766,1.2574163240666394,THND_TONNE,Latin America and Caribbean,6.578000069,1.153183818,1.21086216,0.709978998,0.412730008,0.120990433,0.132774115,MEX,America,Northern Hemisphere,High,LAC,86.0,14.80978012
2017,Norway,13.8832898696011,20.0233884388023,17.0616613511076,4.55860170925824,KG_CAP,Western Europe,7.537000179,1.616463184,1.53352356,0.796666503,0.635422587,0.362012237,0.315963835,NOR,Europe,Northern Hemisphere,Very High,,2.0,18.06615067
2017,Switzerland,13.378945269617,22.8957012177317,14.2012399413431,1.17434664094003,KG_CAP,Western Europe,7.493999958,1.564979553,1.516911745,0.858131289,0.620070577,0.290549278,0.367007285,CHE,Europe,Northern Hemisphere,Very High,,1.0,16.32843971
2017,United Kingdom,16.262991468888224,20.775957351865397,29.59866539868325,4.451297305047549,THND_TONNE,Western Europe,6.714000225,1.44163394,1.49646008,0.805335939,0.508190036,0.492774159,0.265428066,GBR,Europe,Northern Hemisphere,Very High,,18.0,17.49843025
2017,United Kingdom,11.7570896319415,16.7362056121805,26.9002400954888,4.04548531595307,KG_CAP,Western Europe,6.714000225,1.44163394,1.49646008,0.805335939,0.508190036,0.492774159,0.265428066,GBR,Europe,Northern Hemisphere,Very High,,18.0,17.49843025
2018,Australia,18.9106714885412,21.9064436513338,44.1278736953786,7.28234657114472,KG_CAP,North America and ANZ,7.272,1.34,1.573,0.91,0.647,0.361,0.302,AUS,Oceania,Southern Hemisphere,Very High,,5.0,20.5092392
2018,Canada,17.9661537051835,16.0446999235398,33.788648531206,0.950541935923681,KG_CAP,North America and ANZ,7.328,1.33,1.532,0.896,0.653,0.321,0.291,CAN,America,Northern Hemisphere,Very High,,15.0,16.22464943
2018,Japan,7.43611511742565,16.1688310472783,16.9205122490068,0.162635423823578,KG_CAP,East Asia,5.915,1.294,1.462,0.988,0.553,0.079,0.15,JPN,Asia,Northern Hemisphere,Very High,,19.0,15.1905
2018,Mexico,8.85111892151298,13.451457127939,28.7570106836333,0.519864348436117,KG_CAP,Latin America and Caribbean,6.488,1.038,1.252,0.761,0.479,0.069,0.095,MEX,America,Northern Hemisphere,High,LAC,86.0,14.8653698
2018,New Zealand,11.8545279101498,18.9080158644762,39.4109364656461,4.71223404486152,KG_CAP,North America and ANZ,7.324,1.268,1.601,0.876,0.669,0.365,0.389,NZL,Oceania,Southern Hemisphere,Very High,,13.0,18.87854958
2018,United States,26.0908679404035,23.0493068582713,49.6828618653033,0.468909149706659,KG_CAP,North America and ANZ,6.886,1.398,1.471,0.819,0.547,0.291,0.133,USA,America,Northern Hemisphere,Very High,,21.0,16.28334999
2018,Argentina,39.9271744746074,10.8386430015317,38.1822211457423,0.962014683553722,KG_CAP,Latin America and Caribbean,6.388,1.073,1.468,0.744,0.57,0.062,0.054,ARG,America,Southern Hemisphere,Very High,LAC,47.0,17.65617943
2018,Brazil,24.4725008239042,12.3348396816142,39.8116836772647,0.557960982798268,KG_CAP,Latin America and Caribbean,6.419,0.986,1.474,0.675,0.493,0.11,0.088,BRA,America,Southern Hemisphere,High,LAC,87.0,15.70306015
2018,Chile,18.742340076512,18.9982764313638,36.5379845612914,0.417972258104324,KG_CAP,Latin America and Caribbean,6.476,1.131,1.331,0.808,0.431,0.197,0.061,CHL,America,Southern Hemisphere,Very High,LAC,42.0,16.58595085
2018,China,3.80350349023303,30.4377042293425,11.5549102257081,3.13999700143478,KG_CAP,East Asia,5.246,0.989,1.142,0.799,0.597,0.029,0.103,CHN,Asia,Northern Hemisphere,High,EAP,79.0,14.03231
2018,Colombia,10.7543428273755,7.96546668855203,30.6529826502637,0.142467874390081,KG_CAP,Latin America and Caribbean,6.26,0.96,1.439,0.635,0.531,0.099,0.039,COL,America,Northern Hemisphere,High,LAC,88.0,14.39857006
2018,Ethiopia,2.56862297730969,0.0148558126822883,0.114772875010489,0.476282363903174,KG_CAP,Sub-Saharan Africa,4.35,0.308,0.95,0.391,0.452,0.22,0.146,ETH,Africa,Northern Hemisphere,Low,SSA,175.0,9.462476818
2018,India,0.517044477609277,0.173330264345053,2.40490758099648,0.463540819319838,KG_CAP,South Asia,4.19,0.721,0.747,0.485,0.539,0.172,0.093,IND,Asia,Northern Hemisphere,Medium,SA,132.0,11.81347513
2018,Indonesia,1.98249635436634,1.02044545628306,7.56510548022657,0.43109958041135,KG_CAP,Southeast Asia,5.093,0.899,1.215,0.522,0.538,0.484,0.018,IDN,Asia,Southern Hemisphere,High,EAP,114.0,13.60698032
2018,Israel,20.4622062652522,1.38397473248942,64.8666914647893,1.58628890042399,KG_CAP,Middle East and North Africa,6.814,1.301,1.559,0.883,0.533,0.354,0.272,ISR,Asia,Northern Hemisphere,Very High,,22.0,16.1252594
2018,Kazakhstan,19.2649847391045,4.85702889749528,14.9946902649495,8.21757689092894,KG_CAP,Commonwealth of Independent States,5.79,1.143,1.516,0.631,0.454,0.148,0.121,KAZ,Asia,Northern Hemisphere,Very High,ECA,56.0,15.44011021
2018,Malaysia,5.22119979241409,5.3579287281072,48.7010008361708,1.12606367851297,KG_CAP,Southeast Asia,6.322,1.161,1.258,0.669,0.356,0.311,0.059,MYS,Asia,Northern Hemisphere,Very High,EAP,62.0,13.54508018
2018,Nigeria,1.34646107537463,1.12216377421872,0.889586735756938,1.77485106217965,KG_CAP,Sub-Saharan Africa,5.155,0.689,1.172,0.048,0.462,0.201,0.032,NGA,Africa,Northern Hemisphere,Low,SSA,163.0,9.937831
2018,Pakistan,6.40013638391254,7.379970492e-07,5.93564791764511,2.04472037186732,KG_CAP,South Asia,5.472,0.652,0.81,0.424,0.334,0.216,0.113,PAK,Asia,Northern Hemisphere,Low,SA,161.0,8.275939941
2018,Paraguay,13.6853579523716,21.6389942365479,5.28059361149429,0.501454848591328,KG_CAP,Latin America and Caribbean,5.681,0.835,1.522,0.615,0.541,0.162,0.074,PRY,America,Southern Hemisphere,High,LAC,105.0,12.75262838
2018,Peru,4.16359793234391,4.14529727694052,44.4668304993799,1.05442988795088,KG_CAP,Latin America and Caribbean,5.663,0.934,1.249,0.674,0.53,0.092,0.034,PER,America,Southern Hemisphere,High,LAC,84.0,15.18792464
2018,Philippines,3.12828460682823,14.9251652575687,13.0136856381815,0.510260383827171,KG_CAP,Southeast Asia,5.524,0.775,1.312,0.513,0.643,0.12,0.105,PHL,Asia,Northern Hemisphere,Medium,EAP,116.0,13.19219971
2018,Saudi Arabia,3.98458306906986,0.506762373877128,32.2352534028287,3.85580583834851,KG_CAP,Middle East and North Africa,6.371,1.379,1.331,0.633,0.509,0.098,0.127,SAU,Asia,Northern Hemisphere,Very High,AS,35.0,15.67512989
2018,South Africa,12.2466430622413,3.45010157332287,33.7474290538803,2.63119701853057,KG_CAP,Sub-Saharan Africa,4.724,0.94,1.41,0.33,0.516,0.103,0.056,ZAF,Africa,Southern Hemisphere,High,SSA,109.0,13.53530979
2018,Thailand,1.30351150657742,9.95582008760485,7.92637921782821,0.0430579852133683,KG_CAP,Southeast Asia,6.072,1.016,1.417,0.707,0.637,0.364,0.029,THA,Asia,Northern Hemisphere,Very High,EAP,66.0,15.72975941
2018,Ukraine,5.00236304559441,12.5002516589876,21.0627490680885,0.276004205920143,KG_CAP,Central and Eastern Europe,4.103,0.793,1.413,0.609,0.163,0.187,0.011,UKR,Europe,Northern Hemisphere,High,ECA,77.0,14.93799873
2018,Norway,25.143982929320163,0.459989351002252,2.5901920547334383,8.500002702702703,THND_TONNE,Western Europe,7.594,1.456,1.582,0.861,0.686,0.286,0.34,NOR,Europe,Northern Hemisphere,Very High,,2.0,18.12005043
2018,Ethiopia,0.11084664117328183,33.26731047378808,3.1186617409801745,35.739742388627505,THND_TONNE,Sub-Saharan Africa,4.35,0.308,0.95,0.391,0.452,0.22,0.146,ETH,Africa,Northern Hemisphere,Low,SSA,175.0,9.462476818
2018,Thailand,12.298459808011401,18.94180986778502,0.04714539960302462,18.919888008256404,THND_TONNE,Southeast Asia,6.072,1.016,1.417,0.707,0.637,0.364,0.029,THA,Asia,Northern Hemisphere,Very High,EAP,66.0,15.72975941
2018,Ethiopia,0.016187051981408403,25.45203994919241,30.465408558852186,4.938021376728959,THND_TONNE,Sub-Saharan Africa,4.35,0.308,0.95,0.391,0.452,0.22,0.146,ETH,Africa,Northern Hemisphere,Low,SSA,175.0,9.462476818
2018,Thailand,8.678815643087724,36.43483635296265,1.5617062645893387,9.893840578579917,THND_TONNE,Southeast Asia,6.072,1.016,1.417,0.707,0.637,0.364,0.029,THA,Asia,Northern Hemisphere,Very High,EAP,66.0,15.72975941
2018,Israel,1.5372103421196204,1.5649951277188228,5.7587476972753056,36.36586145428767,THND_TONNE,Middle East and North Africa,6.814,1.301,1.559,0.883,0.533,0.354,0.272,ISR,Asia,Northern Hemisphere,Very High,,22.0,16.1252594
2018,Nigeria,1.6834732555989815,37.15809253597555,14.885982430200617,0.8847408604373612,THND_TONNE,Sub-Saharan Africa,5.155,0.689,1.172,0.048,0.462,0.201,0.032,NGA,Africa,Northern Hemisphere,Low,SSA,163.0,9.937831
2018,Nigeria,1.7651828571441677,1.2591344325283982,63.86145575164051,40.72514081139553,THND_TONNE,Sub-Saharan Africa,5.155,0.689,1.172,0.048,0.462,0.201,0.032,NGA,Africa,Northern Hemisphere,Low,SSA,163.0,9.937831
2018,New Zealand,15.39978777053359,12.925082754425674,8.636008700273571,4.869369069180046,THND_TONNE,North America and ANZ,7.324,1.268,1.601,0.876,0.669,0.365,0.389,NZL,Oceania,Southern Hemisphere,Very High,,13.0,18.87854958
2018,Kazakhstan,15.758206744491217,25.205854916071022,47.88148235920015,21.017555868906427,THND_TONNE,Commonwealth of Independent States,5.79,1.143,1.516,0.631,0.454,0.148,0.121,KAZ,Asia,Northern Hemisphere,Very High,ECA,56.0,15.44011021
2018,Japan,21.17354715212785,0.6177737370353442,11.28147926609043,15.408032635394944,THND_TONNE,East Asia,5.915,1.294,1.462,0.988,0.553,0.079,0.15,JPN,Asia,Northern Hemisphere,Very High,,19.0,15.1905
